"There are 3 tables on this tab, each with 2 sub-tables. The first table is called Table F.3.5.1: Provincial government health expenditure by use of funds, in millions of current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A5 and ends in cell N56. The sub-table Annual percentage change by year begins in cell A58 and ends in cell N109. The note is in cell A110 and the source is in cell A112. The second table is called Table F.3.5.2: Percentage distribution of provincial government health expenditure by use of funds, Quebec, 1974–1975 to 2024–2025. The sub-table Percentage by year begins in cell A116 and ends in cell N167. The sub-table Annual percentage change by year begins in cell A169 and ends in cell N220. The note is in cell A221 and the source is in cell A223. The third table is called Table F.3.5.3: Provincial government per capita health expenditure by use of funds, in current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A227 and ends in cell N278. The sub-table Annual percentage change by year begins in cell A280 and ends in cell N331. The note is in cell A332 and the source is in cell A334. There is a link back to the table of contents in cell A2.",,,,,,,,,,,,,
Back to Table of Contents,,,,,,,,,,,,,
"Table F.3.11.1  Territorial government health expenditure by use of funds in millions of current dollars, Yukon, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1988–1989,15.4,2.0,6.6,0.6,1.1,3.8,1.1,—,2.6,—,33.2,1.3,34.5
1989–1990,16.0,2.0,7.5,0.6,1.2,3.5,1.3,—,3.6,—,35.7,1.1,36.8
1990–1991,16.9,2.5,8.1,0.6,1.3,3.8,1.7,—,3.8,—,38.7,1.3,40.0
1991–1992,18.5,3.1,9.1,0.7,1.7,4.9,1.7,—,3.9,—,43.7,3.0,46.8
1992–1993,19.8,3.7,9.8,0.8,2.1,4.6,2.2,—,4.4,—,47.3,3.5,50.8
1993–1994,26.1,5.3,9.4,0.8,2.3,4.1,1.6,—,4.2,—,53.8,8.2,62.1
1994–1995,25.4,7.1,9.8,0.9,2.0,5.5,1.8,—,4.5,—,57.0,14.5,71.5
1995–1996,24.5,7.1,10.0,0.9,1.4,5.7,2.2,—,4.6,—,56.3,11.5,67.8
1996–1997,25.1,7.5,10.9,0.9,1.5,5.8,2.1,—,5.3,—,59.1,7.5,66.6
1997–1998,24.1,7.9,11.2,1.2,2.0,14.2,2.5,—,6.8,—,70.0,2.4,72.4
1998–1999,24.0,8.2,11.2,1.1,2.3,15.0,2.5,—,7.5,—,71.8,2.8,74.6
1999–2000,24.8,9.2,11.4,1.4,2.8,15.8,2.6,—,8.7,—,76.9,3.1,80.0
2000–2001,25.8,9.8,11.9,1.5,3.4,16.5,2.7,—,9.1,—,80.7,6.1,86.8
2001–2002,27.3,10.5,12.8,1.5,4.0,17.2,2.8,—,10.0,—,86.1,11.3,97.5
2002–2003,29.1,12.7,15.3,1.4,4.7,18.4,3.0,—,11.0,—,95.6,7.5,103.1
2003–2004,33.1,13.0,15.9,1.5,5.2,19.3,2.9,—,11.7,—,102.5,3.3,105.7
2004–2005,34.7,15.0,18.3,1.6,6.1,20.7,2.9,—,12.7,—,112.0,3.6,115.6
2005–2006 ,38.6,17.3,18.7,1.8,6.7,21.6,3.3,—,13.9,—,121.8,3.9,125.7
2006–2007 ,48.3,17.7,22.3,1.8,7.3,24.3,3.6,—,12.3,—,137.5,5.2,142.7
2007–2008,45.9,19.6,19.6,1.7,6.8,28.6,3.7,—,18.4,—,144.3,3.0,147.3
2008–2009 ,49.6,20.9,23.5,2.0,7.9,34.4,4.3,—,19.3,—,161.9,3.3,165.2
2009–2010,54.5,22.6,25.4,1.9,8.1,43.5,5.6,—,20.6,—,182.1,11.2,193.2
2010–2011 ,69.6,23.9,30.0,2.2,7.7,32.2,5.4,—,23.6,—,194.5,6.1,200.6
2011–2012,68.6,26.4,30.1,2.3,8.8,33.4,5.9,—,24.5,—,199.9,17.0,216.9
2012–2013 ,73.7,29.9,33.4,2.3,8.8,32.1,6.7,5.1,21.2,—,213.2,13.9,227.1
2013–2014 ,85.5,32.0,35.5,2.3,7.6,34.2,8.6,5.7,21.2,—,232.6,5.5,238.1
2014–2015,88.1,32.3,38.5,2.6,8.0,28.5,8.0,6.2,22.0,—,234.3,9.7,244.0
2015–2016,94.2,33.4,40.3,2.6,11.2,30.8,8.6,6.7,23.0,—,250.8,18.0,268.8
2016–2017,98.2,36.5,44.9,3.1,10.0,43.7,8.8,7.4,22.8,—,275.4,70.9,346.3
2017–2018,102.6,39.0,46.0,3.1,10.3,47.0,9.6,7.7,24.7,—,290.1,87.7,377.8
2018–2019,104.4,63.0,47.8,3.3,11.9,32.9,10.9,8.7,25.2,—,308.2,35.0,343.3
2019–2020,113.0,74.7,52.5,3.8,11.6,34.5,12.2,10.5,25.5,0.2,338.3,17.3,355.6
2020–2021,111.8,78.1,50.9,3.1,11.5,32.8,10.5,12.8,23.4,43.2,378.0,9.6,387.6
2021–2022,122.5,77.2,55.7,4.5,12.7,36.2,13.5,13.6,27.5,36.6,399.9,10.3,410.2
2022–2023,128.0,88.5,60.4,4.7,14.5,50.0,15.9,14.2,33.4,—,409.5,20.1,429.6
2023–2024 f,171.6,92.6,72.1,7.2,15.2,45.5,19.5,17.9,36.6,—,478.2,26.4,504.6
2024–2025 f,154.2,95.9,73.2,11.0,15.8,48.8,20.6,18.1,32.4,—,470.1,17.1,487.2
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,15.6,29.2,9.6,8.3,34.6,35.4,11.6,—,-1.9,—,16.0,64.1,19.4
1976–1977,111.2,4.0,28.6,23.1,-8.6,14.5,76.7,—,81.1,—,62.9,-76.0,49.5
1977–1978,7.3,-13.0,9.5,-31.3,-46.9,3.1,35.3,—,-6.5,—,5.9,-43.0,5.2
1978–1979,14.8,9.2,20.8,"1,772.7",52.9,18.2,-22.8,—,28.1,—,17.0,8.2,17.0
1979–1980,3.3,-0.5,12.1,16.0,-80.8,-6.9,17.2,—,11.7,—,5.1,121.7,6.0
1980–1981,11.9,24.8,2.4,-21.8,320.0,3.5,-0.5,—,20.2,—,9.3,127.9,11.2
1981–1982,2.6,11.8,27.2,76.5,304.8,27.4,25.7,—,13.4,—,13.3,-79.6,10.2
1982–1983,115.4,15.2,15.1,38.8,149.4,-11.1,-16.5,—,8.3,—,60.9,71.6,60.9
1983–1984,-26.1,7.7,6.0,20.3,17.0,38.0,7.9,—,-9.5,—,-13.6,460.1,-10.5
1984–1985,-5.5,15.0,7.9,9.1,-18.1,33.3,21.5,—,23.5,—,3.6,113.5,8.2
1985–1986,9.9,10.5,2.7,-46.2,6.4,47.7,-20.2,—,7.3,—,9.4,-45.1,5.0
1986–1987,3.8,23.4,10.3,-54.5,68.5,15.0,178.9,—,4.1,—,10.9,53.9,12.7
1987–1988,3.4,14.8,8.2,279.6,137.9,-14.1,-2.5,—,24.3,—,7.0,-32.5,4.7
1988–1989,17.6,10.0,11.1,6.3,28.3,23.8,-14.9,—,32.0,—,16.1,19.1,16.2
1989–1990,3.7,4.3,14.0,0.5,12.0,-8.1,18.2,—,35.3,—,7.6,-20.1,6.6
1990–1991,5.9,23.3,8.2,-2.0,4.1,8.7,26.2,—,6.0,—,8.2,25.4,8.7
1991–1992,9.6,24.7,12.1,23.7,33.3,27.6,5.1,—,3.9,—,13.1,129.6,17.0
1992–1993,6.5,17.8,7.3,7.9,21.1,-5.3,24.9,—,13.2,—,8.1,14.9,8.5
1993–1994,32.4,43.9,-4.3,3.7,11.1,-10.8,-26.8,—,-5.1,—,13.9,135.2,22.2
1994–1995,-3.0,34.3,4.7,16.1,-14.3,33.7,15.7,—,6.8,—,5.9,76.0,15.2
1995–1996,-3.2,-0.1,1.8,-3.2,-30.9,2.9,17.6,—,2.8,—,-1.2,-20.8,-5.2
1996–1997,2.3,4.9,9.0,-3.1,11.6,3.3,-0.5,—,14.7,—,4.9,-35.0,-1.8
1997–1998,-3.7,6.1,3.5,37.6,30.3,142.4,17.7,—,28.3,—,18.4,-67.7,8.8
1998–1999,-0.7,4.1,-0.3,-6.4,14.6,6.1,-2.6,—,10.0,—,2.6,16.1,3.0
1999–2000,3.6,11.6,1.9,25.6,24.0,5.5,7.3,—,16.9,—,7.1,11.1,7.3
2000–2001,4.0,6.0,4.5,5.2,20.7,4.0,1.8,—,4.1,—,4.9,96.5,8.4
2001–2002,5.6,8.1,7.3,-2.4,16.9,4.5,4.8,—,9.6,—,6.7,86.0,12.3
2002–2003,6.6,20.1,19.3,-5.1,17.9,7.1,8.2,—,10.3,—,11.1,-34.4,5.8
2003–2004,13.9,2.5,3.8,7.4,10.5,4.4,-4.9,—,5.9,—,7.2,-56.4,2.6
2004–2005,4.7,15.3,15.5,5.4,16.4,7.5,1.5,—,9.3,—,9.3,10.8,9.3
2005–2006 ,11.4,15.4,2.4,13.2,9.6,4.2,11.1,—,9.4,—,8.8,8.0,8.8
2006–2007 ,25.1,2.1,18.8,-1.3,10.5,12.5,10.4,—,-11.9,—,12.8,34.7,13.5
2007–2008,-5.0,10.9,-12.0,-2.3,-7.0,17.9,3.0,—,49.7,—,5.0,-42.7,3.2
2008–2009 ,8.1,6.6,19.9,14.1,15.7,20.4,16.8,—,5.1,—,12.2,10.0,12.2
2009–2010,9.8,8.1,8.1,-0.9,2.6,26.3,28.4,—,6.5,—,12.5,237.9,17.0
2010–2011 ,27.8,5.8,18.0,12.0,-5.0,-25.9,-3.5,—,14.7,—,6.8,-45.3,3.8
2011–2012,-1.6,10.4,0.5,6.6,14.6,3.7,9.1,—,3.7,—,2.8,179.3,8.1
2012–2013 ,7.5,13.6,11.0,-2.8,-0.2,-3.8,14.8,—,-13.5,—,6.7,-18.5,4.7
2013–2014 ,16.0,6.8,6.4,2.4,-13.8,6.5,28.2,11.0,0.0,—,9.1,-60.4,4.8
2014–2015,3.1,0.9,8.3,14.9,5.6,-16.7,-6.9,10.2,3.8,—,0.8,75.5,2.5
2015–2016,6.9,3.5,4.6,-0.9,40.0,8.1,6.8,7.5,4.6,—,7.0,86.7,10.2
2016–2017,4.3,9.1,11.6,16.7,-10.8,41.8,2.3,10.8,-0.6,—,9.8,293.1,28.8
2017–2018,4.5,6.8,2.5,2.6,3.3,7.6,9.7,3.1,8.3,—,5.3,23.8,9.1
2018–2019,1.8,61.8,3.7,5.3,15.0,-29.9,13.6,13.9,2.1,—,6.3,-60.1,-9.1
2019–2020,8.2,18.5,9.9,13.4,-2.7,4.7,11.4,20.0,1.0,—,9.8,-50.7,3.6
2020–2021,-1.1,4.6,-3.1,-18.1,-0.8,-4.9,-13.5,22.1,-8.4,"23,558.2",11.7,-44.6,9.0
2021–2022,9.5,-1.1,9.5,45.1,10.6,10.3,27.7,6.2,17.7,-15.2,5.8,7.5,5.8
2022–2023,4.5,14.5,8.4,5.0,14.1,38.1,18.0,4.9,21.5,—,2.4,95.3,4.7
2023–2024 f,34.1,4.7,19.5,52.9,4.7,-8.9,22.5,26.0,9.6,—,16.8,31.3,17.5
2024–2025 f,-10.2,3.5,1.5,54.4,4.3,7.2,6.1,1.2,-11.4,—,-1.7,-35.1,-3.4
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
"Table F.3.11.2  Percentage distribution of territorial government health expenditure by use of funds, Yukon, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Percentage by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,38.4,8.3,25.1,0.2,0.5,10.3,3.4,—,6.8,—,93.0,7.0,100.0
1975–1976,37.2,9.0,23.0,0.2,0.5,11.7,3.1,—,5.6,—,90.3,9.7,100.0
1976–1977,52.5,6.3,19.8,0.2,0.3,9.0,3.7,—,6.8,—,98.5,1.5,100.0
1977–1978,53.5,5.2,20.6,0.1,0.2,8.8,4.8,—,6.0,—,99.2,0.8,100.0
1978–1979,52.5,4.8,21.3,1.7,0.2,8.9,3.2,—,6.6,—,99.2,0.8,100.0
1979–1980,51.2,4.5,22.5,1.9,0.0,7.8,3.5,—,6.9,—,98.4,1.6,100.0
1980–1981,51.5,5.1,20.7,1.3,0.2,7.3,3.1,—,7.5,—,96.7,3.3,100.0
1981–1982,47.9,5.2,23.9,2.1,0.6,8.4,3.6,—,7.7,—,99.4,0.6,100.0
1982–1983,64.2,3.7,17.1,1.9,0.9,4.6,1.8,—,5.2,—,99.3,0.7,100.0
1983–1984,53.0,4.4,20.2,2.5,1.1,7.2,2.2,—,5.2,—,95.9,4.1,100.0
1984–1985,46.3,4.7,20.2,2.5,0.8,8.8,2.5,—,6.0,—,91.9,8.1,100.0
1985–1986,48.5,5.0,19.7,1.3,0.9,12.4,1.9,—,6.1,—,95.7,4.3,100.0
1986–1987,44.6,5.4,19.3,0.5,1.3,12.7,4.7,—,5.7,—,94.2,5.8,100.0
1987–1988,44.1,6.0,20.0,1.9,2.9,10.4,4.4,—,6.7,—,96.3,3.7,100.0
1988–1989,44.6,5.7,19.1,1.7,3.2,11.1,3.2,—,7.6,—,96.2,3.8,100.0
1989–1990,43.4,5.5,20.4,1.6,3.4,9.5,3.6,—,9.7,—,97.1,2.9,100.0
1990–1991,42.3,6.3,20.3,1.5,3.2,9.5,4.1,—,9.4,—,96.7,3.3,100.0
1991–1992,39.6,6.7,19.5,1.5,3.7,10.4,3.7,—,8.4,—,93.5,6.5,100.0
1992–1993,38.9,7.3,19.2,1.5,4.1,9.1,4.3,—,8.7,—,93.1,6.9,100.0
1993–1994,42.1,8.5,15.1,1.3,3.7,6.6,2.6,—,6.8,—,86.7,13.3,100.0
1994–1995,35.5,10.0,13.7,1.3,2.8,7.7,2.6,—,6.3,—,79.7,20.3,100.0
1995–1996,36.2,10.5,14.7,1.3,2.0,8.3,3.2,—,6.8,—,83.1,16.9,100.0
1996–1997,37.7,11.2,16.3,1.3,2.3,8.8,3.2,—,8.0,—,88.8,11.2,100.0
1997–1998,33.4,10.9,15.5,1.7,2.8,19.6,3.5,—,9.4,—,96.7,3.3,100.0
1998–1999,32.1,11.1,15.0,1.5,3.1,20.1,3.3,—,10.0,—,96.3,3.7,100.0
1999–2000,31.0,11.5,14.3,1.8,3.6,19.8,3.3,—,10.9,—,96.1,3.9,100.0
2000–2001,29.8,11.2,13.7,1.7,4.0,19.0,3.1,—,10.5,—,93.0,7.0,100.0
2001–2002,28.0,10.8,13.1,1.5,4.1,17.7,2.9,—,10.2,—,88.4,11.6,100.0
2002–2003,28.2,12.3,14.8,1.3,4.6,17.9,3.0,—,10.7,—,92.8,7.2,100.0
2003–2004,31.3,12.3,15.0,1.4,4.9,18.2,2.7,—,11.0,—,96.9,3.1,100.0
2004–2005,30.0,13.0,15.8,1.4,5.3,17.9,2.5,—,11.0,—,96.9,3.1,100.0
2005–2006 ,30.7,13.8,14.9,1.4,5.3,17.1,2.6,—,11.1,—,96.9,3.1,100.0
2006–2007 ,33.8,12.4,15.6,1.2,5.2,17.0,2.5,—,8.6,—,96.3,3.7,100.0
2007–2008,31.2,13.3,13.3,1.2,4.6,19.4,2.5,—,12.5,—,98.0,2.0,100.0
2008–2009,30.0,12.6,14.2,1.2,4.8,20.8,2.6,—,11.7,—,98.0,2.0,100.0
2009–2010,28.2,11.7,13.1,1.0,4.2,22.5,2.9,—,10.6,—,94.2,5.8,100.0
2010–2011 ,34.7,11.9,14.9,1.1,3.8,16.1,2.7,—,11.8,—,97.0,3.0,100.0
2011–2012,31.6,12.2,13.9,1.1,4.1,15.4,2.7,—,11.3,—,92.1,7.9,100.0
2012–2013 ,32.4,13.2,14.7,1.0,3.9,14.1,3.0,2.2,9.3,—,93.9,6.1,100.0
2013–2014 ,35.9,13.4,14.9,1.0,3.2,14.4,3.6,2.4,8.9,—,97.7,2.3,100.0
2014–2015,36.1,13.2,15.8,1.1,3.3,11.7,3.3,2.6,9.0,—,96.0,4.0,100.0
2015–2016,35.0,12.4,15.0,1.0,4.2,11.5,3.2,2.5,8.5,—,93.3,6.7,100.0
2016–2017,28.4,10.5,13.0,0.9,2.9,12.6,2.5,2.1,6.6,—,79.5,20.5,100.0
2017–2018,27.1,10.3,12.2,0.8,2.7,12.4,2.5,2.0,6.5,—,76.8,23.2,100.0
2018–2019,30.4,18.4,13.9,1.0,3.5,9.6,3.2,2.5,7.4,—,89.8,10.2,100.0
2019–2020,31.8,21.0,14.8,1.1,3.3,9.7,3.4,2.9,7.2,0.1,95.1,4.9,100.0
2020–2021,28.8,20.2,13.1,0.8,3.0,8.5,2.7,3.3,6.0,11.1,97.5,2.5,100.0
2021–2022,29.9,18.8,13.6,1.1,3.1,8.8,3.3,3.3,6.7,8.9,97.5,2.5,100.0
2022–2023,29.8,20.6,14.1,1.1,3.4,11.6,3.7,3.3,7.8,—,95.3,4.7,100.0
2023–2024 f,34.0,18.4,14.3,1.4,3.0,9.0,3.9,3.6,7.3,—,94.8,5.2,100.0
2024–2025 f,31.6,19.7,15.0,2.3,3.2,10.0,4.2,3.7,6.7,—,96.5,3.5,100.0
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,-3.2,8.2,-8.3,-9.3,12.7,13.4,-6.5,—,-17.9,—,-2.8,37.4,—
1976–1977,41.2,-30.5,-14.0,-17.7,-38.8,-23.4,18.2,—,21.1,—,9.0,-84.0,—
1977–1978,2.0,-17.2,4.1,-34.6,-49.5,-1.9,28.6,—,-11.1,—,0.7,-45.8,—
1978–1979,-1.9,-6.7,3.3,"1,501.1",30.8,1.1,-34.0,—,9.5,—,0.1,-7.5,—
1979–1980,-2.6,-6.2,5.7,9.4,-81.9,-12.2,10.5,—,5.3,—,-0.9,109.1,—
1980–1981,0.6,12.2,-7.9,-29.6,277.6,-7.0,-10.5,—,8.1,—,-1.7,105.0,—
1981–1982,-6.9,1.5,15.4,60.2,267.3,15.7,14.1,—,2.9,—,2.8,-81.5,—
1982–1983,33.8,-28.4,-28.5,-13.8,55.0,-44.7,-48.1,—,-32.7,—,0.0,6.6,—
1983–1984,-17.4,20.3,18.4,34.4,30.7,54.1,20.5,—,1.1,—,-3.5,525.7,—
1984–1985,-12.6,6.3,-0.2,0.8,-24.3,23.3,12.3,—,14.2,—,-4.2,97.3,—
1985–1986,4.7,5.3,-2.2,-48.8,1.4,40.7,-24.0,—,2.2,—,4.2,-47.7,—
1986–1987,-7.9,9.5,-2.2,-59.7,49.4,2.0,147.4,—,-7.6,—,-1.6,36.5,—
1987–1988,-1.2,9.6,3.3,262.4,127.1,-18.0,-6.9,—,18.7,—,2.2,-35.5,—
1988–1989,1.2,-5.4,-4.4,-8.5,10.4,6.5,-26.8,—,13.6,—,-0.1,2.5,—
1989–1990,-2.7,-2.1,6.9,-5.7,5.1,-13.8,10.9,—,26.9,—,1.0,-25.1,—
1990–1991,-2.6,13.4,-0.5,-9.9,-4.3,0.0,16.1,—,-2.5,—,-0.5,15.3,—
1991–1992,-6.3,6.6,-4.2,5.7,13.9,9.0,-10.2,—,-11.2,—,-3.3,96.2,—
1992–1993,-1.9,8.5,-1.1,-0.6,11.6,-12.8,15.0,—,4.3,—,-0.4,5.9,—
1993–1994,8.3,17.7,-21.7,-15.1,-9.1,-27.0,-40.1,—,-22.4,—,-6.8,92.5,—
1994–1995,-15.8,16.6,-9.1,0.8,-25.6,16.1,0.4,—,-7.3,—,-8.1,52.8,—
1995–1996,2.1,5.3,7.3,2.1,-27.2,8.5,24.0,—,8.4,—,4.2,-16.4,—
1996–1997,4.2,6.8,11.0,-1.3,13.7,5.2,1.3,—,16.8,—,6.9,-33.8,—
1997–1998,-11.5,-2.5,-4.8,26.5,19.8,122.9,8.2,—,18.0,—,8.9,-70.3,—
1998–1999,-3.6,1.0,-3.2,-9.1,11.2,2.9,-5.5,—,6.7,—,-0.4,12.6,—
1999–2000,-3.5,4.0,-5.0,17.1,15.5,-1.7,0.0,—,8.9,—,-0.1,3.6,—
2000–2001,-4.1,-2.2,-3.7,-3.0,11.3,-4.1,-6.2,—,-4.0,—,-3.3,81.2,—
2001–2002,-5.9,-3.7,-4.4,-13.1,4.1,-6.9,-6.7,—,-2.4,—,-5.0,65.7,—
2002–2003,0.8,13.6,12.8,-10.3,11.4,1.3,2.3,—,4.2,—,5.0,-37.9,—
2003–2004,11.0,-0.1,1.2,4.7,7.7,1.8,-7.3,—,3.3,—,4.5,-57.5,—
2004–2005,-4.2,5.5,5.7,-3.6,6.4,-1.7,-7.1,—,0.0,—,0.0,1.3,—
2005–2006 ,2.4,6.1,-5.9,4.0,0.7,-4.2,2.1,—,0.6,—,0.0,-0.8,—
2006–2007 ,10.2,-10.0,4.7,-13.0,-2.7,-0.9,-2.7,—,-22.4,—,-0.6,18.6,—
2007–2008,-7.9,7.4,-14.8,-5.4,-9.9,14.2,-0.2,—,45.0,—,1.7,-44.5,—
2008–2009 ,-3.6,-5.0,6.9,1.7,3.2,7.4,4.2,—,-6.3,—,0.0,-1.9,—
2009–2010,-6.1,-7.6,-7.6,-15.2,-12.3,7.9,9.8,—,-8.9,—,-3.8,188.9,—
2010–2011 ,23.1,2.0,13.6,7.9,-8.5,-28.6,-7.0,—,10.5,—,2.9,-47.3,—
2011–2012,-9.0,2.1,-7.1,-1.4,6.0,-4.1,0.9,—,-4.1,—,-5.0,158.3,—
2012–2013 ,2.7,8.5,6.0,-7.2,-4.6,-8.1,9.7,—,-17.4,—,1.9,-22.2,—
2013–2014 ,10.6,1.9,1.5,-2.3,-17.8,1.6,22.3,5.9,-4.6,—,4.0,-62.2,—
2014–2015,0.6,-1.5,5.7,12.1,3.0,-18.7,-9.2,7.5,1.3,—,-1.7,71.3,—
2015–2016,-3.0,-6.1,-5.1,-10.1,27.1,-1.9,-3.1,-2.4,-5.1,—,-2.9,69.4,—
2016–2017,-19.1,-15.3,-13.4,-9.4,-30.8,10.1,-20.6,-14.0,-22.9,—,-14.8,205.2,—
2017–2018,-4.3,-2.1,-6.0,-6.0,-5.4,-1.4,0.5,-5.5,-0.7,—,-3.5,13.4,—
2018–2019,12.0,78.1,14.2,15.9,26.6,-22.9,25.0,25.3,12.4,—,17.0,-56.0,—
2019–2020,4.5,14.4,6.1,9.5,-6.1,1.0,7.6,15.9,-2.5,—,6.0,-52.4,—
2020–2021,-9.2,-4.0,-11.1,-24.8,-9.0,-12.7,-20.6,12.1,-15.9,"21,606.8",2.5,-49.2,—
2021–2022,3.5,-6.6,3.4,37.1,4.5,4.2,20.7,0.3,11.2,-19.8,0.0,1.6,—
2022–2023,-0.2,9.4,3.5,0.2,8.9,31.9,12.7,0.2,16.0,—,-2.2,86.5,—
2023–2024 f,14.1,-10.8,1.7,30.1,-10.9,-22.4,4.3,7.2,-6.7,—,-0.6,11.8,—
2024–2025 f,-6.9,7.2,5.1,59.9,8.0,11.0,9.9,4.8,-8.3,—,1.8,-32.8,—
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
"Table F.3.11.3  Territorial government per capita health expenditure by use of funds in current dollars, Yukon, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
