"There are 3 tables on this tab, each with 2 sub-tables. The first table is called Table F.3.5.1: Provincial government health expenditure by use of funds, in millions of current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A5 and ends in cell N56. The sub-table Annual percentage change by year begins in cell A58 and ends in cell N109. The note is in cell A110 and the source is in cell A112. The second table is called Table F.3.5.2: Percentage distribution of provincial government health expenditure by use of funds, Quebec, 1974–1975 to 2024–2025. The sub-table Percentage by year begins in cell A116 and ends in cell N167. The sub-table Annual percentage change by year begins in cell A169 and ends in cell N220. The note is in cell A221 and the source is in cell A223. The third table is called Table F.3.5.3: Provincial government per capita health expenditure by use of funds, in current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A227 and ends in cell N278. The sub-table Annual percentage change by year begins in cell A280 and ends in cell N331. The note is in cell A332 and the source is in cell A334. There is a link back to the table of contents in cell A2.",,,,,,,,,,,,,
Back to Table of Contents,,,,,,,,,,,,,
"Table F.3.9.1  Provincial government health expenditure by use of funds in millions of current dollars, Alberta, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
2018–2019,"8,497.8","1,893.4","5,198.6",375.8,"1,582.9","1,707.7",138.8,"1,087.7","1,045.5",—,"21,528.2",844.7,"22,372.9"
2019–2020,"8,467.2","1,971.1","5,322.8",391.3,"1,675.0","1,715.7",134.9,"1,123.5","1,004.1",71.5,"21,877.1",885.4,"22,762.5"
2020–2021,"8,650.0","2,004.7","4,915.4",297.0,"1,755.3","1,709.2",138.8,"1,060.2","1,026.5","1,589.2","23,146.4","1,183.6","24,330.0"
2021–2022,"8,932.8","2,059.2","5,436.8",397.8,"1,723.2","1,808.3",157.1,"1,144.0",881.7,"1,676.8","24,217.7","1,025.3","25,243.0"
2022–2023,"9,319.9","2,211.3","5,942.1",407.5,"1,900.4","2,816.2",181.2,"1,195.3","1,029.2",—,"25,003.2","1,066.3","26,069.5"
2023–2024 f,"10,440.9","2,553.2","6,293.0",473.8,"2,070.6","2,500.9",191.2,"1,383.3","1,080.5",—,"26,987.5","1,195.0","28,182.5"
2024–2025 f,"10,028.4","2,585.2","6,748.7",480.8,"2,030.6","3,659.6",252.4,"1,355.3","1,004.7",—,"28,145.8","1,162.2","29,308.1"
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,34.0,50.8,16.1,10.1,28.0,24.8,58.5,—,37.8,—,30.7,-49.4,28.8
1976–1977,13.9,2.3,12.1,20.6,16.6,33.4,-6.7,—,-9.8,—,13.1,75.1,13.7
1977–1978,1.5,9.9,8.5,7.3,15.1,16.8,21.8,—,54.1,—,5.5,92.5,6.7
1978–1979,3.3,21.7,15.3,16.0,17.6,5.4,257.9,—,106.7,—,11.2,304.7,19.0
1979–1980,15.3,10.0,15.0,19.1,16.5,25.9,-4.2,—,290.9,—,17.1,98.4,24.5
1980–1981,23.6,19.0,19.4,23.3,19.2,33.2,16.4,—,16.9,—,22.4,-2.6,18.8
1981–1982,27.6,19.9,25.2,33.7,23.9,30.0,30.8,—,46.4,—,27.1,12.4,25.3
1982–1983,34.8,-6.7,26.8,21.1,26.4,25.3,15.1,—,18.2,—,26.5,67.3,30.8
1983–1984,9.4,11.8,10.0,18.4,21.2,1.4,-10.4,—,28.8,—,9.7,10.9,9.9
1984–1985,3.5,5.3,5.7,9.9,15.9,6.0,-1.0,—,1.7,—,4.6,-25.2,0.5
1985–1986,8.7,5.1,7.9,11.8,26.8,8.9,-3.8,—,26.6,—,9.1,5.8,8.8
1986–1987,9.2,7.2,10.1,16.7,17.9,7.0,-0.3,—,20.2,—,9.8,5.9,9.4
1987–1988,-0.8,-4.8,2.5,-10.1,14.3,5.1,37.8,—,-24.4,—,-0.4,-29.5,-3.2
1988–1989,8.9,5.1,6.3,17.9,12.3,-8.1,-0.6,—,77.2,—,9.1,-26.3,6.7
1989–1990,8.2,8.3,9.9,41.6,58.5,11.9,-11.4,—,13.1,—,11.5,3.5,11.2
1990–1991,8.4,10.6,6.6,3.7,2.7,-22.2,7.0,—,2.8,—,5.5,-6.1,4.9
1991–1992,5.5,3.9,10.8,-4.0,6.3,17.9,8.3,—,5.7,—,6.7,-18.0,5.7
1992–1993,6.4,-3.8,6.5,0.2,9.4,1.8,6.4,—,5.6,—,5.3,16.3,5.7
1993–1994,-4.5,-8.9,1.1,-2.0,-2.8,-5.7,-8.7,—,6.6,—,-3.0,-18.1,-3.5
1994–1995,-17.9,1.9,-5.5,-7.9,2.5,62.3,-0.8,—,6.0,—,-7.2,-42.4,-8.2
1995–1996,-7.0,79.5,-9.2,-40.5,1.9,-50.3,4.9,—,5.8,—,-5.3,38.3,-4.5
1996–1997,9.0,5.3,-3.0,-5.6,11.9,52.4,20.6,—,13.7,—,8.3,5.2,8.2
1997–1998,12.2,3.4,4.5,1.7,8.9,36.9,21.7,—,22.4,—,11.7,4.3,11.5
1998–1999,4.7,-3.9,9.6,11.0,9.2,22.2,30.1,—,6.8,—,6.9,46.1,7.9
1999–2000,13.6,5.9,7.6,11.6,20.7,44.2,2.1,—,2.7,—,13.8,83.3,16.0
2000–2001,10.5,0.4,7.4,7.2,17.1,-0.1,16.7,—,15.9,—,8.7,20.9,9.3
2001–2002,13.3,8.9,15.1,4.4,16.4,16.0,2.9,—,10.6,—,13.1,29.1,14.1
2002–2003,8.5,-10.9,18.0,-16.1,13.6,-2.2,15.1,—,14.6,—,7.9,17.5,8.5
2003–2004,5.7,4.6,10.2,13.0,14.3,6.9,-0.2,—,4.7,—,7.1,4.7,7.0
2004–2005,14.6,15.0,3.2,11.1,8.7,20.1,13.4,—,3.6,—,11.6,6.7,11.2
2005–2006 ,8.3,1.0,13.6,2.3,9.9,37.0,11.7,—,1.4,—,11.3,19.6,11.9
2006–2007 ,8.8,8.6,11.3,48.5,6.1,5.0,-2.5,—,16.5,—,9.4,29.1,10.8
2007–2008,7.9,12.7,13.4,3.1,3.9,16.7,1.4,—,0.2,—,9.3,3.0,8.8
2008–2009 ,10.8,5.3,19.2,9.3,4.6,1.3,37.0,—,2.8,—,10.3,29.5,11.8
2009–2010,7.0,37.0,11.2,3.3,27.2,-38.0,-21.9,—,45.8,—,7.4,-24.7,4.5
2010–2011 ,13.4,25.6,9.9,5.1,8.9,24.1,13.5,—,22.7,—,14.6,15.4,14.7
2011–2012,-2.2,3.1,7.7,3.5,9.3,-1.9,-33.6,—,3.5,—,1.3,-17.9,0.1
2012–2013 ,8.0,5.8,4.6,7.4,-3.1,4.4,16.3,—,-40.6,—,6.3,7.0,6.3
2013–2014 ,5.3,-5.5,8.2,3.4,4.3,2.1,-6.4,9.4,11.1,—,5.0,-23.9,3.4
2014–2015,2.4,13.1,6.6,11.3,3.0,11.0,-6.5,6.1,-4.5,—,4.7,-19.5,3.7
2015–2016,2.1,0.7,8.0,10.4,13.1,1.4,-12.8,1.5,-1.3,—,3.9,4.4,3.9
2016–2017,2.7,7.7,4.6,7.4,4.3,9.5,3.6,6.0,6.7,—,4.6,-9.8,4.1
2017–2018,1.5,4.0,4.6,4.0,0.0,0.0,-0.5,7.0,9.1,—,2.9,41.7,3.9
2018–2019,0.3,4.6,3.0,4.4,1.7,11.6,5.0,10.0,2.1,—,2.9,6.7,3.1
2019–2020,-0.4,4.1,2.4,4.1,5.8,0.5,-2.8,3.3,-4.0,—,1.6,4.8,1.7
2020–2021,2.2,1.7,-7.7,-24.1,4.8,-0.4,2.9,-5.6,2.2,"2,123.5",5.8,33.7,6.9
2021–2022,3.3,2.7,10.6,33.9,-1.8,5.8,13.2,7.9,-14.1,5.5,4.6,-13.4,3.8
2022–2023,4.3,7.4,9.3,2.5,10.3,55.7,15.3,4.5,16.7,—,3.2,4.0,3.3
2023–2024 f,12.0,15.5,5.9,16.3,9.0,-11.2,5.5,15.7,5.0,—,7.9,12.1,8.1
2024–2025 f,-4.0,1.3,7.2,1.5,-1.9,46.3,32.0,-2.0,-7.0,—,4.3,-2.7,4.0
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
"Table F.3.9.2  Percentage distribution of provincial government health expenditure by use of funds, Alberta, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Percentage by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,54.5,10.4,21.6,2.9,1.6,5.5,0.7,—,0.3,—,97.6,2.4,100.0
1975–1976,56.8,12.1,19.5,2.4,1.6,5.3,0.9,—,0.4,—,99.0,1.0,100.0
1976–1977,56.8,10.9,19.2,2.6,1.7,6.3,0.7,—,0.3,—,98.5,1.5,100.0
1977–1978,54.0,11.2,19.5,2.6,1.8,6.9,0.8,—,0.4,—,97.3,2.7,100.0
1978–1979,46.9,11.5,18.9,2.5,1.8,6.1,2.5,—,0.7,—,90.9,9.1,100.0
1979–1980,43.4,10.2,17.5,2.4,1.7,6.2,1.9,—,2.3,—,85.5,14.5,100.0
1980–1981,45.2,10.2,17.6,2.5,1.7,6.9,1.8,—,2.3,—,88.1,11.9,100.0
1981–1982,46.0,9.7,17.6,2.7,1.7,7.2,1.9,—,2.7,—,89.4,10.6,100.0
1982–1983,47.4,6.9,17.0,2.5,1.6,6.8,1.7,—,2.4,—,86.4,13.6,100.0
1983–1984,47.2,7.1,17.1,2.7,1.8,6.3,1.4,—,2.8,—,86.3,13.7,100.0
1984–1985,48.6,7.4,17.9,2.9,2.0,6.7,1.4,—,2.9,—,89.8,10.2,100.0
1985–1986,48.6,7.1,17.8,3.0,2.4,6.7,1.2,—,3.3,—,90.1,9.9,100.0
1986–1987,48.5,7.0,17.9,3.2,2.6,6.5,1.1,—,3.7,—,90.4,9.6,100.0
1987–1988,49.7,6.9,19.0,3.0,3.0,7.1,1.6,—,2.9,—,93.0,7.0,100.0
1988–1989,50.7,6.8,18.9,3.3,3.2,6.1,1.5,—,4.8,—,95.2,4.8,100.0
1989–1990,49.3,6.6,18.7,4.2,4.5,6.1,1.2,—,4.8,—,95.5,4.5,100.0
1990–1991,51.0,7.0,19.0,4.2,4.4,4.6,1.2,—,4.7,—,96.0,4.0,100.0
1991–1992,50.9,6.8,19.9,3.8,4.5,5.1,1.2,—,4.7,—,96.9,3.1,100.0
1992–1993,51.2,6.2,20.0,3.6,4.6,4.9,1.2,—,4.7,—,96.6,3.4,100.0
1993–1994,50.7,5.9,21.0,3.6,4.6,4.8,1.2,—,5.2,—,97.1,2.9,100.0
1994–1995,45.4,6.5,21.6,3.6,5.2,8.5,1.3,—,6.0,—,98.2,1.8,100.0
1995–1996,44.2,12.3,20.6,2.3,5.5,4.4,1.4,—,6.7,—,97.3,2.7,100.0
1996–1997,44.5,11.9,18.4,2.0,5.7,6.2,1.5,—,7.0,—,97.4,2.6,100.0
1997–1998,44.8,11.1,17.3,1.8,5.6,7.6,1.7,—,7.7,—,97.6,2.4,100.0
1998–1999,43.5,9.9,17.6,1.9,5.7,8.6,2.0,—,7.6,—,96.7,3.3,100.0
1999–2000,42.6,9.0,16.3,1.8,5.9,10.7,1.8,—,6.8,—,94.8,5.2,100.0
2000–2001,43.1,8.3,16.0,1.8,6.3,9.8,1.9,—,7.2,—,94.3,5.7,100.0
2001–2002,42.8,7.9,16.1,1.6,6.4,10.0,1.7,—,7.0,—,93.5,6.5,100.0
2002–2003,42.8,6.5,17.6,1.2,6.7,9.0,1.8,—,7.3,—,93.0,7.0,100.0
2003–2004,42.3,6.3,18.1,1.3,7.2,9.0,1.7,—,7.2,—,93.2,6.8,100.0
2004–2005,43.6,6.6,16.8,1.3,7.0,9.7,1.7,—,6.7,—,93.4,6.6,100.0
2005–2006 ,42.2,5.9,17.0,1.2,6.9,11.9,1.7,—,6.1,—,93.0,7.0,100.0
2006–2007 ,41.5,5.8,17.1,1.6,6.6,11.3,1.5,—,6.4,—,91.8,8.2,100.0
2007–2008,41.1,6.0,17.9,1.5,6.3,12.1,1.4,—,5.9,—,92.2,7.8,100.0
2008–2009 ,40.8,5.7,19.0,1.5,5.9,10.9,1.7,—,5.4,—,91.0,9.0,100.0
2009–2010,41.8,7.4,20.3,1.5,7.2,6.5,1.3,—,7.6,—,93.5,6.5,100.0
2010–2011 ,41.3,8.1,19.4,1.4,6.9,7.0,1.3,—,8.1,—,93.5,6.5,100.0
2011–2012,40.4,8.4,20.9,1.4,7.5,6.9,0.9,—,8.4,—,94.7,5.3,100.0
2012–2013 ,41.0,8.3,20.6,1.4,6.8,6.8,0.9,4.1,4.7,—,94.6,5.4,100.0
2013–2014 ,41.7,7.6,21.5,1.4,6.9,6.7,0.8,4.3,5.0,—,96.0,4.0,100.0
2014–2015,41.2,8.3,22.1,1.5,6.8,7.1,0.8,4.4,4.6,—,96.9,3.1,100.0
2015–2016,40.5,8.1,23.0,1.6,7.4,7.0,0.6,4.3,4.4,—,96.9,3.1,100.0
2016–2017,39.9,8.3,23.1,1.7,7.4,7.3,0.6,4.4,4.5,—,97.3,2.7,100.0
2017–2018,39.0,8.3,23.2,1.7,7.2,7.0,0.6,4.6,4.7,—,96.4,3.6,100.0
2018–2019,38.0,8.5,23.2,1.7,7.1,7.6,0.6,4.9,4.7,—,96.2,3.8,100.0
2019–2020,37.2,8.7,23.4,1.7,7.4,7.5,0.6,4.9,4.4,0.3,96.1,3.9,100.0
2020–2021,35.6,8.2,20.2,1.2,7.2,7.0,0.6,4.4,4.2,6.5,95.1,4.9,100.0
2021–2022,35.4,8.2,21.5,1.6,6.8,7.2,0.6,4.5,3.5,6.6,95.9,4.1,100.0
2022–2023,35.8,8.5,22.8,1.6,7.3,10.8,0.7,4.6,3.9,—,95.9,4.1,100.0
2023–2024 f,37.0,9.1,22.3,1.7,7.3,8.9,0.7,4.9,3.8,—,95.8,4.2,100.0
2024–2025 f,34.2,8.8,23.0,1.6,6.9,12.5,0.9,4.6,3.4,—,96.0,4.0,100.0
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,4.1,17.1,-9.8,-14.5,-0.6,-3.1,23.1,—,7.1,—,1.5,-60.7,—
1976–1977,0.1,-10.0,-1.4,6.1,2.5,17.4,-18.0,—,-20.7,—,-0.5,54.0,—
1977–1978,-4.9,3.0,1.7,0.6,7.8,9.4,14.1,—,44.3,—,-1.2,80.3,—
1978–1979,-13.2,2.3,-3.1,-2.5,-1.2,-11.4,200.8,—,73.7,—,-6.6,240.1,—
1979–1980,-7.4,-11.7,-7.6,-4.4,-6.4,1.2,-23.0,—,213.9,—,-5.9,59.4,—
1980–1981,4.0,0.1,0.5,3.8,0.3,12.1,-2.1,—,-1.6,—,3.0,-18.0,—
1981–1982,1.8,-4.3,-0.1,6.7,-1.1,3.7,4.4,—,16.8,—,1.4,-10.4,—
1982–1983,3.0,-28.7,-3.0,-7.4,-3.4,-4.2,-12.0,—,-9.6,—,-3.3,27.9,—
1983–1984,-0.4,1.7,0.1,7.8,10.3,-7.7,-18.5,—,17.2,—,-0.1,0.9,—
1984–1985,3.0,4.8,5.1,9.4,15.4,5.4,-1.4,—,1.3,—,4.1,-25.6,—
1985–1986,-0.1,-3.4,-0.8,2.7,16.6,0.1,-11.6,—,16.3,—,0.3,-2.7,—
1986–1987,-0.2,-2.0,0.6,6.6,7.8,-2.2,-8.8,—,9.8,—,0.4,-3.2,—
1987–1988,2.5,-1.7,6.0,-7.1,18.1,8.6,42.4,—,-21.9,—,2.9,-27.2,—
1988–1989,2.1,-1.4,-0.4,10.6,5.3,-13.9,-6.8,—,66.2,—,2.3,-30.9,—
1989–1990,-2.7,-2.6,-1.1,27.4,42.6,0.7,-20.3,—,1.7,—,0.3,-6.9,—
1990–1991,3.3,5.4,1.5,-1.2,-2.1,-25.9,2.0,—,-2.0,—,0.5,-10.5,—
1991–1992,-0.2,-1.7,4.8,-9.2,0.5,11.5,2.5,—,0.0,—,0.9,-22.5,—
1992–1993,0.7,-9.0,0.8,-5.2,3.5,-3.7,0.7,—,0.0,—,-0.3,10.1,—
1993–1994,-1.0,-5.6,4.8,1.6,0.8,-2.2,-5.3,—,10.5,—,0.5,-15.1,—
1994–1995,-10.5,11.0,2.9,0.4,11.7,76.8,8.1,—,15.5,—,1.1,-37.3,—
1995–1996,-2.6,87.9,-4.9,-37.7,6.7,-47.9,9.8,—,10.7,—,-0.8,44.8,—
1996–1997,0.7,-2.6,-10.3,-12.7,3.5,40.9,11.4,—,5.1,—,0.1,-2.8,—
1997–1998,0.6,-7.3,-6.3,-8.8,-2.4,22.7,9.1,—,9.7,—,0.2,-6.5,—
1998–1999,-2.9,-10.9,1.6,2.9,1.2,13.3,20.6,—,-1.0,—,-0.9,35.5,—
1999–2000,-2.1,-8.7,-7.3,-3.8,4.1,24.3,-12.0,—,-11.5,—,-2.0,58.0,—
2000–2001,1.1,-8.1,-1.7,-2.0,7.2,-8.6,6.8,—,6.0,—,-0.6,10.6,—
2001–2002,-0.6,-4.5,0.9,-8.4,2.0,1.7,-9.8,—,-3.1,—,-0.8,13.2,—
2002–2003,0.0,-17.9,8.8,-22.6,4.7,-9.9,6.1,—,5.7,—,-0.6,8.3,—
2003–2004,-1.2,-2.2,3.0,5.6,6.9,-0.1,-6.7,—,-2.1,—,0.2,-2.1,—
2004–2005,3.0,3.4,-7.2,-0.1,-2.3,8.0,2.0,—,-6.8,—,0.3,-4.1,—
2005–2006 ,-3.2,-9.7,1.5,-8.5,-1.7,22.5,-0.1,—,-9.4,—,-0.5,6.9,—
2006–2007 ,-1.7,-2.0,0.5,34.1,-4.2,-5.2,-12.0,—,5.2,—,-1.3,16.6,—
2007–2008,-0.8,3.6,4.3,-5.3,-4.5,7.3,-6.8,—,-7.9,—,0.5,-5.3,—
2008–2009 ,-0.8,-5.8,6.6,-2.2,-6.4,-9.4,22.5,—,-8.0,—,-1.3,15.9,—
2009–2010,2.4,31.1,6.5,-1.1,21.8,-40.6,-25.3,—,39.5,—,2.8,-27.9,—
2010–2011 ,-1.1,9.5,-4.2,-8.3,-5.0,8.3,-1.0,—,7.0,—,0.0,0.6,—
2011–2012,-2.3,3.0,7.6,3.4,9.2,-1.9,-33.6,—,3.4,—,1.3,-18.0,—
2012–2013 ,1.5,-0.5,-1.6,1.0,-8.9,-1.8,9.4,—,-44.2,—,0.0,0.6,—
2013–2014 ,1.8,-8.6,4.6,-0.1,0.8,-1.3,-9.5,5.7,7.4,—,1.5,-26.5,—
2014–2015,-1.3,9.0,2.8,7.3,-0.7,7.0,-9.9,2.3,-7.9,—,0.9,-22.4,—
2015–2016,-1.7,-3.1,4.0,6.3,8.9,-2.4,-16.0,-2.3,-5.0,—,0.0,0.5,—
2016–2017,-1.4,3.4,0.5,3.1,0.2,5.1,-0.5,1.8,2.5,—,0.4,-13.4,—
2017–2018,-2.3,0.1,0.7,0.1,-3.7,-3.8,-4.2,3.0,5.0,—,-1.0,36.3,—
2018–2019,-2.6,1.5,0.0,1.3,-1.3,8.3,1.9,6.7,-0.9,—,-0.1,3.6,—
2019–2020,-2.1,2.3,0.6,2.4,4.0,-1.3,-4.4,1.5,-5.6,—,-0.1,3.0,—
2020–2021,-4.4,-4.8,-13.6,-29.0,-2.0,-6.8,-3.7,-11.7,-4.3,"1,980.2",-1.0,25.1,—
