"There are 3 tables on this tab, each with 2 sub-tables. The first table is called Table F.3.5.1: Provincial government health expenditure by use of funds, in millions of current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A5 and ends in cell N56. The sub-table Annual percentage change by year begins in cell A58 and ends in cell N109. The note is in cell A110 and the source is in cell A112. The second table is called Table F.3.5.2: Percentage distribution of provincial government health expenditure by use of funds, Quebec, 1974–1975 to 2024–2025. The sub-table Percentage by year begins in cell A116 and ends in cell N167. The sub-table Annual percentage change by year begins in cell A169 and ends in cell N220. The note is in cell A221 and the source is in cell A223. The third table is called Table F.3.5.3: Provincial government per capita health expenditure by use of funds, in current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A227 and ends in cell N278. The sub-table Annual percentage change by year begins in cell A280 and ends in cell N331. The note is in cell A332 and the source is in cell A334. There is a link back to the table of contents in cell A2.",,,,,,,,,,,,,
Back to Table of Contents,,,,,,,,,,,,,
"Table F.3.12.1  Territorial government health expenditure by use of funds in millions of current dollars, Northwest Territories, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
2020–2021,-0.7,12.9,18.5,-25.2,-16.5,-64.1,17.3,-20.6,0.5,—,8.3,-10.0,7.6
2021–2022,4.5,9.3,-17.0,-5.1,14.4,11.1,5.3,-36.3,-7.5,0.7,2.9,87.2,5.8
2022–2023,8.8,5.9,68.6,30.8,-2.7,170.6,6.4,61.4,19.0,—,3.8,-3.6,3.3
2023–2024 f,2.5,2.7,10.4,-11.6,-3.7,0.7,8.8,16.6,16.6,—,4.1,-47.9,1.1
2024–2025 f,1.1,19.4,5.9,-8.1,0.0,2.8,16.1,-0.1,-0.1,—,4.6,198.0,10.4
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
"Table F.3.12.2  Percentage distribution of territorial government health expenditure by use of funds, Northwest Territories, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Percentage by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,54.0,6.3,19.5,0.0,0.7,15.5,1.3,—,0.5,—,97.8,2.2,100.0
1975–1976,57.9,5.9,17.0,0.0,0.5,13.9,1.4,—,0.1,—,96.7,3.3,100.0
1976–1977,44.9,5.7,13.8,0.0,0.3,13.9,2.6,—,0.2,—,81.4,18.6,100.0
1977–1978,56.7,5.5,12.2,0.0,0.4,13.7,2.2,—,0.3,—,90.9,9.1,100.0
1978–1979,50.6,5.1,10.6,0.0,1.8,11.1,2.5,—,0.0,—,81.8,18.2,100.0
1979–1980,63.1,3.0,13.0,0.0,1.6,11.9,4.2,—,0.0,—,96.7,3.3,100.0
1980–1981,61.1,4.1,13.3,0.0,1.4,13.4,3.2,—,0.0,—,96.5,3.5,100.0
1981–1982,55.7,3.8,14.5,0.0,1.4,13.4,3.3,—,4.5,—,96.6,3.4,100.0
1982–1983,56.7,2.6,14.1,0.0,1.2,13.9,2.6,—,5.3,—,96.4,3.6,100.0
1983–1984,56.2,3.0,13.8,0.0,1.6,12.1,2.8,—,5.6,—,95.1,4.9,100.0
1984–1985,55.5,3.4,15.2,0.0,1.5,11.5,3.2,—,4.7,—,95.0,5.0,100.0
1985–1986,57.1,3.2,13.0,0.0,1.5,9.8,3.1,—,4.5,—,92.1,7.9,100.0
1986–1987,51.5,2.9,11.7,0.0,1.6,8.4,3.2,—,4.7,—,84.0,16.0,100.0
1987–1988,53.1,2.5,11.3,0.0,1.7,7.5,3.5,—,4.9,—,84.5,15.5,100.0
1988–1989,57.6,1.9,8.6,1.5,1.2,6.1,4.7,—,13.8,—,95.4,4.6,100.0
1989–1990,57.9,2.3,7.7,1.4,1.2,6.1,4.8,—,14.0,—,95.4,4.6,100.0
1990–1991,57.9,2.6,8.3,1.3,1.3,6.0,5.1,—,13.5,—,96.0,4.0,100.0
1991–1992,62.6,2.5,7.7,1.1,1.4,6.1,4.3,—,12.3,—,97.9,2.1,100.0
1992–1993,57.4,3.0,8.6,1.6,1.8,6.3,4.9,—,13.5,—,97.1,2.9,100.0
1993–1994,56.9,3.5,8.6,1.1,0.9,6.7,5.7,—,13.8,—,97.3,2.7,100.0
1994–1995,54.1,3.8,9.1,1.2,0.5,7.7,5.6,—,15.6,—,97.5,2.5,100.0
1995–1996,52.3,5.5,9.0,1.0,0.5,7.2,3.7,—,17.6,—,96.9,3.1,100.0
1996–1997,45.9,6.3,10.5,1.2,0.7,8.2,3.9,—,20.5,—,97.2,2.8,100.0
1997–1998,49.4,5.3,8.9,1.3,0.7,6.2,3.5,—,20.3,—,95.6,4.4,100.0
1998–1999,51.0,4.7,8.5,1.2,0.7,6.0,3.8,—,18.7,—,94.8,5.2,100.0
1999–2000,49.6,5.9,12.8,0.9,1.3,5.8,7.1,—,11.2,—,94.6,5.4,100.0
2000–2001,49.9,5.4,13.0,0.8,1.3,5.7,8.7,—,10.8,—,95.7,4.3,100.0
2001–2002,47.1,5.8,12.7,0.8,1.3,5.4,8.0,—,10.8,—,91.7,8.3,100.0
2002–2003,45.1,6.5,12.7,0.7,1.3,4.9,6.1,—,10.9,—,88.1,11.9,100.0
2003–2004,46.6,7.1,16.4,0.8,1.8,4.1,5.7,—,11.9,—,94.3,5.7,100.0
2004–2005,49.6,6.1,16.2,0.8,1.7,3.8,5.4,—,11.2,—,94.7,5.3,100.0
2005–2006 ,50.3,7.6,16.6,0.8,1.7,3.4,3.8,—,11.7,—,95.9,4.1,100.0
2006–2007 ,53.4,7.3,16.3,0.8,1.9,3.0,4.0,—,10.9,—,97.6,2.4,100.0
2007–2008,54.8,6.8,15.8,0.8,1.9,2.9,4.0,—,10.5,—,97.6,2.4,100.0
2008–2009 ,50.4,6.9,15.4,0.9,1.8,3.0,2.6,—,11.8,—,92.9,7.1,100.0
2009–2010,50.1,7.8,16.0,1.0,1.9,2.6,2.5,—,10.2,—,92.1,7.9,100.0
2010–2011 ,49.6,11.9,5.7,0.7,2.0,11.1,6.0,—,9.4,—,96.4,3.6,100.0
2011–2012,48.2,11.7,5.0,0.7,1.8,9.6,5.5,—,10.0,—,92.5,7.5,100.0
2012–2013 ,53.9,12.1,4.3,0.6,1.9,7.1,5.3,1.4,8.9,—,95.5,4.5,100.0
2013–2014,49.5,11.2,3.7,0.6,1.5,6.7,5.3,1.4,7.9,—,87.7,12.3,100.0
2014–2015,46.7,11.5,4.0,0.7,1.8,7.8,5.7,1.3,7.6,—,87.2,12.8,100.0
2015–2016,46.3,11.2,3.8,0.7,1.8,7.7,5.6,1.4,7.7,—,86.1,13.9,100.0
2016–2017,42.6,10.8,3.6,0.5,1.5,7.3,5.4,1.3,7.4,—,80.3,19.7,100.0
2017–2018,45.6,12.9,3.6,0.7,1.9,8.2,5.2,1.4,8.8,—,88.3,11.7,100.0
2018–2019,45.1,12.8,3.2,0.7,1.7,7.6,3.5,1.2,8.0,—,83.7,16.3,100.0
2019–2020,55.7,12.9,2.7,0.7,1.9,8.5,3.5,1.9,7.9,0.0,95.8,4.2,100.0
2020–2021,51.5,13.6,3.0,0.5,1.5,2.8,3.8,1.4,7.4,11.1,96.5,3.5,100.0
2021–2022,50.8,14.0,2.3,0.5,1.6,3.0,3.8,0.9,6.5,10.5,93.8,6.2,100.0
2022–2023,53.5,14.4,3.8,0.6,1.5,7.8,3.9,1.3,7.4,—,94.2,5.8,100.0
2023–2024 f,54.3,14.6,4.2,0.5,1.4,7.8,4.2,1.5,8.6,—,97.0,3.0,100.0
2024–2025 f,49.7,15.8,4.0,0.4,1.3,7.2,4.4,1.4,7.8,—,92.0,8.0,100.0
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,7.2,-6.0,-12.9,—,-26.8,-10.5,5.4,—,-73.0,—,-1.2,52.5,—
1976–1977,-22.4,-3.5,-19.2,—,-34.0,0.4,85.0,—,42.9,—,-15.8,464.6,—
1977–1978,26.2,-3.5,-11.1,—,13.3,-1.9,-16.4,—,47.7,—,11.6,-50.9,—
1978–1979,-10.8,-6.7,-13.1,—,401.3,-18.4,15.8,—,-100.0,—,-10.0,99.6,—
1979–1980,24.8,-42.2,22.3,—,-13.1,6.4,64.4,—,—,—,18.2,-81.7,—
1980–1981,-3.2,38.6,2.7,—,-10.2,12.8,-22.1,—,—,—,-0.1,3.5,—
1981–1982,-8.8,-7.8,8.8,—,-2.6,0.3,1.6,—,—,—,0.0,-1.3,—
1982–1983,1.7,-32.1,-3.1,—,-9.7,3.9,-20.3,—,17.2,—,-0.2,6.5,—
1983–1984,-0.8,17.1,-1.9,—,31.1,-13.4,6.5,—,5.6,—,-1.4,35.9,—
1984–1985,-1.4,11.8,10.3,—,-4.3,-4.5,13.5,—,-15.3,—,-0.1,1.6,—
1985–1986,2.9,-5.4,-14.4,—,-3.5,-15.2,-3.1,—,-4.3,—,-3.0,56.8,—
1986–1987,-9.8,-7.2,-10.4,—,4.4,-14.2,4.9,—,4.1,—,-8.9,103.8,—
1987–1988,3.1,-13.8,-3.7,—,5.9,-10.8,9.5,—,5.3,—,0.6,-3.1,—
1988–1989,8.5,-24.2,-23.3,—,-26.5,-18.4,33.5,—,179.0,—,13.0,-70.6,—
1989–1990,0.6,19.6,-10.9,-2.3,-2.3,0.5,0.9,—,1.6,—,0.0,0.3,—
1990–1991,0.0,14.3,8.1,-8.4,9.2,-2.7,7.0,—,-3.5,—,0.6,-12.8,—
1991–1992,8.1,-5.4,-7.4,-16.9,8.5,1.9,-15.7,—,-8.8,—,2.0,-48.3,—
1992–1993,-8.2,19.6,11.3,44.7,27.8,4.2,13.7,—,9.8,—,-0.8,39.5,—
1993–1994,-1.0,16.3,0.4,-28.5,-48.8,5.9,17.7,—,2.0,—,0.1,-4.7,—
1994–1995,-4.9,10.7,5.6,3.9,-50.6,14.3,-2.9,—,12.8,—,0.2,-7.2,—
1995–1996,-3.3,44.6,-0.7,-15.5,17.9,-6.6,-32.9,—,12.9,—,-0.6,22.1,—
1996–1997,-12.2,14.2,16.4,18.5,27.9,14.2,3.8,—,16.6,—,0.3,-9.5,—
1997–1998,7.5,-15.9,-15.4,6.7,-2.4,-23.6,-9.7,—,-0.9,—,-1.7,57.4,—
1998–1999,3.4,-11.3,-3.8,-4.7,10.4,-3.2,8.5,—,-7.9,—,-0.8,17.6,—
1999–2000,-2.7,23.8,50.4,-26.9,74.0,-4.8,86.5,—,-40.1,—,-0.2,4.4,—
2000–2001,0.6,-7.1,1.6,-11.1,-1.8,-1.3,22.6,—,-3.4,—,1.2,-20.4,—
2001–2002,-5.6,7.1,-2.9,-3.6,2.1,-5.6,-8.6,—,-0.8,—,-4.1,91.1,—
2002–2003,-4.3,12.0,0.0,-6.7,-0.7,-8.9,-23.8,—,0.9,—,-4.0,44.2,—
2003–2004,3.3,9.4,29.6,11.2,38.0,-17.1,-5.4,—,9.2,—,7.1,-52.5,—
2004–2005,6.3,-13.8,-1.6,-1.6,-3.7,-6.1,-5.9,—,-5.9,—,0.4,-6.2,—
2005–2006 ,1.4,22.9,2.7,8.7,2.4,-10.1,-29.3,—,5.0,—,1.3,-23.6,—
2006–2007 ,6.1,-4.1,-1.6,-5.0,9.3,-11.0,4.6,—,-6.7,—,1.7,-40.4,—
2007–2008,2.7,-5.9,-3.1,4.5,1.7,-4.0,0.7,—,-3.6,—,0.1,-2.9,—
2008–2009 ,-7.9,0.5,-2.5,9.3,-4.5,1.7,-35.4,—,12.5,—,-4.9,202.9,—
2009–2010 ,-0.6,14.3,3.8,5.0,0.9,-12.6,-3.7,—,-13.9,—,-0.8,11.0,—
2010–2011 ,-1.1,51.9,-64.7,-21.4,7.7,327.7,140.6,—,-7.7,—,4.7,-54.9,—
2011–2012,-2.8,-2.0,-10.9,-5.7,-10.5,-13.6,-8.0,—,5.9,—,-4.1,110.0,—
2012–2013,11.9,3.3,-15.1,-21.1,6.4,-26.0,-5.1,—,-10.4,—,3.2,-39.5,—
2013–2014,-8.3,-7.5,-13.8,1.5,-21.9,-5.1,0.3,-4.4,-11.5,—,-8.2,172.1,—
2014–2015,-5.5,3.0,9.6,27.0,21.0,15.6,8.6,-3.5,-4.5,—,-0.6,3.9,—
2015–2016,-1.0,-2.6,-5.6,-7.3,2.4,-1.8,-2.7,2.9,1.8,—,-1.3,8.6,—
2016–2017,-7.9,-3.4,-6.3,-22.3,-17.8,-5.2,-3.8,-7.0,-3.8,—,-6.7,41.3,—
2017–2018,7.0,19.4,-0.3,38.0,25.1,13.2,-2.2,14.6,18.4,—,10.0,-40.7,—
2018–2019,-1.0,-0.5,-10.9,-5.2,-8.9,-8.0,-34.0,-17.2,-9.2,—,-5.2,39.5,—
2019–2020,23.6,0.6,-14.6,10.1,11.0,12.5,0.0,60.1,-0.6,—,14.5,-74.4,—
2020–2021,-7.7,4.9,10.1,-30.5,-22.4,-66.7,9.1,-26.2,-6.5,—,0.7,-16.4,—
2021–2022,-1.2,3.3,-21.6,-10.4,8.0,5.0,-0.5,-39.8,-12.6,-4.9,-2.8,76.9,—
2022–2023,5.3,2.5,63.2,26.6,-5.8,161.9,3.0,56.2,15.2,—,0.4,-6.7,—
2023–2024 f,1.4,1.6,9.3,-12.5,-4.7,-0.4,7.7,15.4,15.4,—,3.0,-48.5,—
2024–2025 f,-8.4,8.1,-4.1,-16.7,-9.4,-6.8,5.2,-9.5,-9.5,—,-5.2,170.0,—
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
"Table F.3.12.3  Territorial government per capita health expenditure by use of funds in current dollars, Northwest Territories, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
