"There are 3 tables on this tab, each with 2 sub-tables. The first table is called Table F.3.5.1: Provincial government health expenditure by use of funds, in millions of current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A5 and ends in cell N56. The sub-table Annual percentage change by year begins in cell A58 and ends in cell N109. The note is in cell A110 and the source is in cell A112. The second table is called Table F.3.5.2: Percentage distribution of provincial government health expenditure by use of funds, Quebec, 1974–1975 to 2024–2025. The sub-table Percentage by year begins in cell A116 and ends in cell N167. The sub-table Annual percentage change by year begins in cell A169 and ends in cell N220. The note is in cell A221 and the source is in cell A223. The third table is called Table F.3.5.3: Provincial government per capita health expenditure by use of funds, in current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A227 and ends in cell N278. The sub-table Annual percentage change by year begins in cell A280 and ends in cell N331. The note is in cell A332 and the source is in cell A334. There is a link back to the table of contents in cell A2.",,,,,,,,,,,,,
Back to Table of Contents,,,,,,,,,,,,,
"Table F.3.7.1  Provincial government health expenditure by use of funds in millions of current dollars, Manitoba, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
2023–2024 f,"2,995.5","1,249.5","1,524.0",41.8,519.9,629.4,45.0,445.8,251.7,—,"7,702.7",302.5,"8,005.2"
2024–2025 f,"3,352.6","1,291.8","1,898.9",42.1,529.3,646.2,42.6,466.8,278.7,—,"8,549.0",328.5,"8,877.5"
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,24.8,30.0,10.2,17.8,128.1,85.6,25.9,—,81.5,—,25.9,322.7,26.0
1976–1977,13.1,28.2,13.6,22.9,23.2,76.8,2.3,—,17.5,—,17.5,-11.0,17.5
1977–1978,8.1,10.4,6.7,25.2,8.8,13.4,5.1,—,12.6,—,8.8,-83.4,8.7
1978–1979,-0.3,8.0,17.7,13.9,22.3,4.0,-0.4,—,-10.9,—,4.4,"2,090.9",4.6
1979–1980,9.6,9.8,12.8,15.2,6.0,-4.5,0.8,—,18.3,—,9.5,129.5,9.8
1980–1981,17.6,14.8,10.2,19.8,18.9,18.9,7.2,—,25.7,—,16.0,32.5,16.0
1981–1982,21.7,20.9,23.2,12.1,24.4,18.0,3.0,—,19.6,—,21.2,-10.5,21.0
1982–1983,13.8,19.1,10.8,24.9,26.9,-11.6,29.8,—,27.0,—,13.9,461.7,15.7
1983–1984,9.9,13.3,7.0,5.5,23.0,10.6,9.4,—,11.1,—,10.2,20.7,10.4
1984–1985,8.2,5.0,5.0,7.4,17.9,4.3,11.7,—,12.4,—,7.4,-3.4,7.2
1985–1986,6.4,6.7,6.7,2.3,9.1,13.2,4.4,—,20.1,—,7.1,20.6,7.4
1986–1987,7.9,0.3,10.3,4.6,5.8,10.7,7.1,—,18.6,—,7.4,5.7,7.4
1987–1988,7.1,7.1,6.5,-3.8,27.4,5.9,-1.3,—,7.6,—,7.2,21.7,7.5
1988–1989,6.9,9.5,1.4,3.8,8.5,8.1,5.5,—,9.5,—,6.5,33.5,7.1
1989–1990,5.9,7.4,8.2,0.8,-8.0,17.5,18.5,—,61.9,—,8.7,29.0,9.3
1990–1991,8.1,9.8,2.7,-22.6,11.8,11.0,37.7,—,10.1,—,7.9,42.2,9.1
1991–1992,-1.7,1.6,13.2,6.1,15.0,-0.4,-37.4,—,1.0,—,1.1,-3.0,0.9
1992–1993,8.9,8.1,-0.7,16.7,25.2,5.0,1.2,—,-4.9,—,6.7,-18.2,5.6
1993–1994,-2.1,-3.2,0.8,-2.7,-6.8,-2.0,32.1,—,3.3,—,-1.4,-28.3,-2.3
1994–1995,1.8,3.8,-3.7,-1.2,-11.4,20.5,-9.3,—,6.9,—,1.6,-17.9,1.1
1995–1996,0.4,2.2,-1.9,6.6,45.8,-0.2,-1.2,—,17.2,—,2.8,-3.8,2.6
1996–1997,-6.9,1.4,24.3,-20.4,-19.5,4.0,3.7,—,13.5,—,0.1,25.5,0.6
1997–1998,1.3,-0.5,4.7,-0.8,8.0,-5.3,5.5,—,9.8,—,2.2,36.8,3.0
1998–1999,7.0,4.0,10.7,1.8,19.2,10.3,14.7,—,6.7,—,7.9,24.7,8.4
1999–2000,2.9,18.9,11.1,7.0,24.0,58.0,97.2,—,16.1,—,12.7,58.4,14.3
2000–2001,7.3,12.4,10.0,1.9,24.0,13.2,-39.1,—,12.8,—,9.0,2.8,8.6
2001–2002,7.1,8.9,7.4,15.3,22.5,-8.6,1.9,—,4.4,—,7.0,-15.4,6.0
2002–2003,7.1,5.4,5.1,-20.8,16.6,-2.3,21.2,—,7.7,—,6.5,6.8,6.5
2003–2004,5.5,4.9,8.3,7.0,14.3,26.2,9.6,—,1.0,—,7.3,35.5,8.4
2004–2005,6.7,4.8,7.3,2.4,5.8,10.0,0.7,—,9.3,—,6.7,9.2,6.9
2005–2006 ,5.5,7.4,8.2,12.9,6.5,11.6,-11.0,—,7.8,—,6.7,16.5,7.2
2006–2007 ,8.0,2.8,7.2,0.2,3.6,5.6,4.6,—,4.1,—,6.1,-4.7,5.6
2007–2008 ,9.2,6.4,3.5,9.5,4.6,6.3,-8.2,—,12.2,—,7.2,-25.9,5.6
2008–2009 ,10.3,8.4,9.1,2.3,2.4,11.1,0.7,—,7.5,—,8.9,-18.5,8.0
2009–2010 ,6.6,2.2,5.4,12.8,2.8,8.0,24.8,—,7.5,—,5.8,87.3,7.9
2010–2011 ,4.5,3.4,8.6,12.1,2.7,2.5,-0.8,—,3.5,—,4.7,-8.1,4.2
2011–2012,3.9,3.0,0.8,6.8,4.1,3.7,1.6,—,5.9,—,3.3,24.5,4.2
2012–2013 ,1.6,8.3,6.5,-2.5,-1.9,4.6,6.7,—,-70.8,—,4.7,40.4,6.3
2013–2014 ,2.5,4.0,9.8,9.4,-1.3,4.7,-4.4,3.1,5.5,—,4.1,-2.8,3.7
2014–2015,-0.9,6.6,6.2,12.3,2.0,8.5,-12.9,2.1,11.1,—,2.9,-52.1,-0.3
2015–2016,6.6,1.9,5.0,2.0,8.3,13.5,-4.0,2.7,15.0,—,6.0,19.5,6.3
2016–2017,1.6,3.3,6.5,5.8,1.3,-1.7,-5.1,2.5,-0.5,—,2.6,-66.3,0.4
2017–2018,2.2,2.0,-2.9,-7.5,3.1,3.6,-0.5,5.5,13.1,—,1.7,105.6,2.7
2018–2019,-0.2,2.4,6.9,1.6,-0.3,0.8,-0.5,1.3,3.1,—,1.9,-31.9,1.2
2019–2020,0.3,1.7,3.9,1.9,4.3,5.7,-4.5,0.3,9.5,—,2.2,69.2,3.1
2020–2021,-1.3,2.8,-3.7,-18.7,1.1,17.1,-6.4,-2.3,-0.2,—,11.1,1.8,10.9
2021–2022,7.3,1.5,2.6,15.2,10.4,1.9,-2.5,8.1,3.9,-16.6,2.9,2.4,2.9
2022–2023,20.4,8.3,7.2,7.4,9.2,13.5,0.8,-6.7,-2.5,—,3.0,95.5,5.0
2023–2024 f,-7.7,13.1,1.2,6.6,18.7,-4.8,18.7,6.5,20.2,—,0.5,-3.1,0.4
2024–2025 f,11.9,3.4,24.6,0.7,1.8,2.7,-5.3,4.7,10.7,—,11.0,8.6,10.9
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
"Table F.3.7.2  Percentage distribution of provincial government health expenditure by use of funds, Manitoba, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Percentage by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,59.3,13.2,19.0,1.4,0.9,2.3,2.3,—,1.7,—,100.0,0.0,100.0
1975–1976,58.8,13.6,16.6,1.3,1.6,3.3,2.3,—,2.4,—,99.9,0.1,100.0
1976–1977,56.6,14.8,16.1,1.4,1.7,5.0,2.0,—,2.4,—,99.9,0.1,100.0
1977–1978,56.3,15.0,15.8,1.6,1.7,5.2,1.9,—,2.5,—,100.0,0.0,100.0
1978–1979,53.7,15.5,17.7,1.7,2.0,5.2,1.8,—,2.2,—,99.8,0.2,100.0
1979–1980,53.6,15.5,18.2,1.8,1.9,4.5,1.7,—,2.3,—,99.5,0.5,100.0
1980–1981,54.3,15.4,17.3,1.9,2.0,4.6,1.5,—,2.5,—,99.5,0.5,100.0
1981–1982,54.6,15.3,17.6,1.7,2.0,4.5,1.3,—,2.5,—,99.6,0.4,100.0
1982–1983,53.7,15.8,16.9,1.9,2.2,3.4,1.5,—,2.7,—,98.1,1.9,100.0
1983–1984,53.4,16.2,16.3,1.8,2.5,3.4,1.5,—,2.7,—,97.9,2.1,100.0
1984–1985,54.0,15.9,16.0,1.8,2.7,3.4,1.5,—,2.9,—,98.1,1.9,100.0
1985–1986,53.5,15.8,15.9,1.7,2.8,3.5,1.5,—,3.2,—,97.8,2.2,100.0
1986–1987,53.8,14.7,16.3,1.6,2.7,3.7,1.5,—,3.6,—,97.9,2.1,100.0
1987–1988,53.5,14.7,16.2,1.5,3.2,3.6,1.3,—,3.6,—,97.6,2.4,100.0
1988–1989,53.4,15.0,15.3,1.4,3.3,3.6,1.3,—,3.6,—,97.0,3.0,100.0
1989–1990,51.8,14.7,15.2,1.3,2.7,3.9,1.4,—,5.4,—,96.5,3.5,100.0
1990–1991,51.3,14.8,14.3,0.9,2.8,4.0,1.8,—,5.4,—,95.4,4.6,100.0
1991–1992,50.0,14.9,16.0,1.0,3.2,3.9,1.1,—,5.4,—,95.6,4.4,100.0
1992–1993,51.5,15.3,15.1,1.1,3.8,3.9,1.1,—,4.9,—,96.6,3.4,100.0
1993–1994,51.6,15.1,15.5,1.1,3.6,3.9,1.5,—,5.2,—,97.5,2.5,100.0
1994–1995,51.9,15.5,14.8,1.1,3.2,4.7,1.3,—,5.5,—,98.0,2.0,100.0
1995–1996,50.8,15.5,14.1,1.1,4.5,4.5,1.3,—,6.3,—,98.1,1.9,100.0
1996–1997,47.0,15.6,17.5,0.9,3.6,4.7,1.3,—,7.1,—,97.6,2.4,100.0
1997–1998,46.2,15.1,17.8,0.8,3.8,4.3,1.3,—,7.5,—,96.8,3.2,100.0
1998–1999,45.6,14.4,18.2,0.8,4.2,4.4,1.4,—,7.4,—,96.4,3.6,100.0
1999–2000,41.1,15.0,17.6,0.7,4.5,6.0,2.4,—,7.5,—,95.0,5.0,100.0
2000–2001,40.5,15.5,17.9,0.7,5.1,6.3,1.4,—,7.8,—,95.2,4.8,100.0
2001–2002,41.0,16.0,18.1,0.7,5.9,5.4,1.3,—,7.7,—,96.2,3.8,100.0
2002–2003,41.2,15.8,17.9,0.6,6.5,5.0,1.5,—,7.8,—,96.2,3.8,100.0
2003–2004,40.1,15.3,17.8,0.5,6.9,5.8,1.5,—,7.3,—,95.2,4.8,100.0
2004–2005,40.0,15.0,17.9,0.5,6.8,6.0,1.4,—,7.4,—,95.1,4.9,100.0
2005–2006 ,39.4,15.0,18.1,0.6,6.8,6.2,1.2,—,7.5,—,94.7,5.3,100.0
2006–2007 ,40.3,14.7,18.4,0.5,6.6,6.2,1.2,—,7.4,—,95.2,4.8,100.0
2007–2008,41.7,14.8,18.0,0.5,6.6,6.2,1.0,—,7.8,—,96.6,3.4,100.0
2008–2009 ,42.6,14.8,18.2,0.5,6.2,6.4,0.9,—,7.8,—,97.5,2.5,100.0
2009–2010,42.1,14.0,17.8,0.5,5.9,6.4,1.1,—,7.8,—,95.6,4.4,100.0
2010–2011 ,42.2,13.9,18.5,0.6,5.8,6.3,1.0,—,7.7,—,96.1,3.9,100.0
2011–2012,42.1,13.8,17.9,0.6,5.8,6.3,1.0,—,7.8,—,95.4,4.6,100.0
2012–2013 ,40.2,14.0,18.0,0.5,5.4,6.2,1.0,6.4,2.2,—,93.9,6.1,100.0
2013–2014 ,39.8,14.1,19.0,0.6,5.1,6.3,0.9,6.3,2.2,—,94.3,5.7,100.0
2014–2015,39.5,15.0,20.3,0.6,5.2,6.8,0.8,6.5,2.4,—,97.2,2.8,100.0
2015–2016,39.6,14.4,20.0,0.6,5.3,7.3,0.7,6.3,2.6,—,96.9,3.1,100.0
2016–2017,40.1,14.8,21.2,0.7,5.4,7.1,0.7,6.4,2.6,—,99.0,1.0,100.0
2017–2018,39.9,14.7,20.0,0.6,5.4,7.2,0.7,6.6,2.9,—,97.9,2.1,100.0
2018–2019,39.3,14.9,21.2,0.6,5.3,7.1,0.7,6.6,2.9,—,98.6,1.4,100.0
2019–2020,38.3,14.7,21.3,0.6,5.4,7.3,0.6,6.4,3.1,0.0,97.7,2.3,100.0
2020–2021,34.1,13.6,18.5,0.4,4.9,7.7,0.5,5.6,2.8,9.6,97.9,2.1,100.0
2021–2022,35.5,13.4,18.5,0.5,5.3,7.7,0.5,5.9,2.8,7.8,97.9,2.1,100.0
2022–2023,40.7,13.9,18.9,0.5,5.5,8.3,0.5,5.2,2.6,—,96.1,3.9,100.0
2023–2024 f,37.4,15.6,19.0,0.5,6.5,7.9,0.6,5.6,3.1,—,96.2,3.8,100.0
2024–2025 f,37.8,14.6,21.4,0.5,6.0,7.3,0.5,5.3,3.1,—,96.3,3.7,100.0
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,-1.0,3.2,-12.5,-6.5,81.1,47.4,-0.1,—,44.1,—,-0.1,235.6,—
1976–1977,-3.7,9.1,-3.4,4.6,4.8,50.4,-12.9,—,0.0,—,0.0,-24.3,—
1977–1978,-0.5,1.5,-1.8,15.1,0.0,4.3,-3.3,—,3.5,—,0.1,-84.7,—
1978–1979,-4.6,3.3,12.5,8.9,16.9,-0.6,-4.8,—,-14.8,—,-0.2,"1,994.8",—
1979–1980,-0.2,0.0,2.8,5.0,-3.4,-13.0,-8.2,—,7.8,—,-0.2,109.1,—
1980–1981,1.4,-1.1,-5.1,3.2,2.4,2.5,-7.6,—,8.3,—,-0.1,14.2,—
1981–1982,0.6,-0.1,1.8,-7.4,2.8,-2.5,-14.9,—,-1.2,—,0.1,-26.0,—
1982–1983,-1.7,3.0,-4.3,7.9,9.7,-23.6,12.2,—,9.7,—,-1.6,385.3,—
1983–1984,-0.5,2.6,-3.1,-4.5,11.4,0.1,-0.9,—,0.7,—,-0.2,9.3,—
1984–1985,1.0,-2.1,-2.0,0.2,10.0,-2.6,4.2,—,4.9,—,0.2,-9.8,—
1985–1986,-0.9,-0.6,-0.6,-4.7,1.7,5.4,-2.8,—,11.9,—,-0.2,12.3,—
1986–1987,0.5,-6.5,2.7,-2.6,-1.5,3.2,-0.3,—,10.4,—,0.0,-1.5,—
1987–1988,-0.4,-0.4,-0.9,-10.6,18.4,-1.5,-8.2,—,0.1,—,-0.3,13.2,—
1988–1989,-0.2,2.2,-5.3,-3.1,1.2,0.9,-1.5,—,2.2,—,-0.6,24.6,—
1989–1990,-3.1,-1.7,-0.9,-7.8,-15.8,7.5,8.5,—,48.2,—,-0.6,18.1,—
1990–1991,-0.9,0.7,-5.9,-29.1,2.5,1.7,26.3,—,0.9,—,-1.1,30.3,—
1991–1992,-2.6,0.6,12.1,5.1,13.9,-1.4,-37.9,—,0.1,—,0.2,-3.9,—
1992–1993,3.1,2.3,-6.0,10.5,18.5,-0.6,-4.2,—,-10.0,—,1.0,-22.6,—
1993–1994,0.2,-0.9,3.2,-0.4,-4.6,0.3,35.2,—,5.7,—,0.9,-26.6,—
1994–1995,0.7,2.7,-4.7,-2.2,-12.3,19.2,-10.2,—,5.8,—,0.5,-18.7,—
1995–1996,-2.2,-0.4,-4.4,3.9,42.0,-2.8,-3.7,—,14.2,—,0.1,-6.3,—
1996–1997,-7.5,0.8,23.6,-20.9,-20.0,3.3,3.1,—,12.9,—,-0.5,24.8,—
1997–1998,-1.7,-3.4,1.6,-3.8,4.8,-8.1,2.4,—,6.6,—,-0.8,32.7,—
1998–1999,-1.3,-4.1,2.1,-6.2,9.9,1.7,5.8,—,-1.6,—,-0.5,15.0,—
1999–2000,-10.0,4.0,-2.8,-6.4,8.4,38.1,72.5,—,1.5,—,-1.5,38.5,—
2000–2001,-1.3,3.5,1.2,-6.2,14.1,4.1,-44.0,—,3.8,—,0.3,-5.4,—
2001–2002,1.1,2.8,1.4,8.8,15.6,-13.8,-3.9,—,-1.5,—,1.0,-20.2,—
2002–2003,0.5,-1.0,-1.3,-25.6,9.5,-8.3,13.8,—,1.1,—,0.0,0.2,—
2003–2004,-2.7,-3.2,-0.1,-1.3,5.5,16.5,1.2,—,-6.8,—,-1.0,25.1,—
2004–2005,-0.2,-1.9,0.5,-4.1,-1.0,3.0,-5.7,—,2.3,—,-0.1,2.2,—
2005–2006 ,-1.6,0.2,1.0,5.3,-0.6,4.1,-16.9,—,0.6,—,-0.4,8.6,—
2006–2007 ,2.3,-2.6,1.6,-5.1,-1.9,0.0,-1.0,—,-1.4,—,0.5,-9.7,—
2007–2008,3.4,0.8,-2.0,3.7,-0.9,0.6,-13.1,—,6.2,—,1.5,-29.9,—
2008–2009 ,2.1,0.3,1.0,-5.3,-5.2,2.9,-6.8,—,-0.5,—,0.9,-24.5,—
2009–2010,-1.2,-5.3,-2.4,4.5,-4.7,0.1,15.7,—,-0.4,—,-1.9,73.6,—
2010–2011 ,0.3,-0.8,4.3,7.6,-1.4,-1.6,-4.8,—,-0.7,—,0.5,-11.8,—
2011–2012,-0.2,-1.1,-3.2,2.6,0.0,-0.5,-2.5,—,1.6,—,-0.8,19.6,—
2012–2013,-4.4,1.8,0.2,-8.3,-7.8,-1.6,0.4,—,-72.5,—,-1.6,32.1,—
2013–2014 ,-1.2,0.3,5.9,5.5,-4.8,1.0,-7.8,-0.6,1.7,—,0.4,-6.3,—
2014–2015,-0.6,6.9,6.5,12.6,2.3,8.8,-12.6,2.4,11.4,—,3.2,-51.9,—
2015–2016,0.3,-4.2,-1.3,-4.1,1.9,6.8,-9.7,-3.5,8.1,—,-0.4,12.4,—
2016–2017,1.1,2.9,6.0,5.3,0.9,-2.1,-5.5,2.0,-0.9,—,2.1,-66.4,—
2017–2018,-0.5,-0.7,-5.5,-9.9,0.3,0.8,-3.1,2.7,10.1,—,-1.1,100.1,—
2018–2019,-1.4,1.2,5.6,0.4,-1.5,-0.4,-1.7,0.1,1.8,—,0.7,-32.7,—
2019–2020,-2.7,-1.4,0.8,-1.2,1.2,2.6,-7.4,-2.7,6.2,—,-0.9,64.1,—
2020–2021,-11.0,-7.3,-13.1,-26.7,-8.8,5.6,-15.6,-11.9,-10.0,—,0.2,-8.2,—
2021–2022,4.3,-1.4,-0.3,12.0,7.3,-1.0,-5.3,5.0,0.9,-19.0,0.0,-0.4,—
2022–2023,14.7,3.2,2.1,2.3,4.0,8.1,-4.0,-11.1,-7.1,—,-1.9,86.2,—
2023–2024 f,-8.1,12.7,0.8,6.2,18.2,-5.2,18.3,6.1,19.7,—,0.1,-3.5,—
2024–2025 f,0.9,-6.8,12.4,-9.2,-8.2,-7.4,-14.6,-5.6,-0.2,—,0.1,-2.1,—
Notes,,,,,,,,,,,,,
