"There are 3 tables on this tab, each with 2 sub-tables. The first table is called Table F.3.5.1: Provincial government health expenditure by use of funds, in millions of current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A5 and ends in cell N56. The sub-table Annual percentage change by year begins in cell A58 and ends in cell N109. The note is in cell A110 and the source is in cell A112. The second table is called Table F.3.5.2: Percentage distribution of provincial government health expenditure by use of funds, Quebec, 1974–1975 to 2024–2025. The sub-table Percentage by year begins in cell A116 and ends in cell N167. The sub-table Annual percentage change by year begins in cell A169 and ends in cell N220. The note is in cell A221 and the source is in cell A223. The third table is called Table F.3.5.3: Provincial government per capita health expenditure by use of funds, in current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A227 and ends in cell N278. The sub-table Annual percentage change by year begins in cell A280 and ends in cell N331. The note is in cell A332 and the source is in cell A334. There is a link back to the table of contents in cell A2.",,,,,,,,,,,,,
Back to Table of Contents,,,,,,,,,,,,,
"Table F.3.3.1  Provincial government health expenditure by use of funds in millions of current dollars, Nova Scotia, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
2015–2016,"1,859.0",705.6,803.7,18.6,275.4,69.2,80.3,285.9,130.8,—,"4,228.3",67.4,"4,295.7"
2016–2017,"1,881.0",703.2,808.4,18.8,274.8,71.5,46.6,284.5,144.5,—,"4,233.2",61.5,"4,294.7"
2017–2018,"1,958.6",708.0,839.6,19.0,288.9,72.9,51.1,289.2,156.3,—,"4,383.5",76.0,"4,459.5"
2018–2019,"2,009.7",719.3,863.7,20.0,298.4,76.5,54.8,301.3,158.7,—,"4,502.4",110.1,"4,612.5"
2019–2020,"2,129.9",742.1,905.5,20.0,315.1,73.6,53.4,319.0,160.0,9.3,"4,727.8",152.9,"4,880.7"
2020–2021,"2,253.2",759.4,949.0,17.2,322.5,75.1,54.2,324.8,154.2,288.3,"5,197.9",177.8,"5,375.7"
2021–2022,"2,258.5",871.9,995.5,20.0,324.4,217.7,56.0,360.3,175.5,329.7,"5,609.5",168.7,"5,778.3"
2022–2023,"2,696.3","1,125.6","1,050.4",17.2,330.9,268.8,64.5,443.2,187.1,—,"6,183.9",241.2,"6,425.1"
2023–2024 f,"3,277.3","1,113.6","1,143.9",27.0,339.6,207.4,74.8,476.7,218.9,—,"6,879.3",335.8,"7,215.1"
2024–2025 f,"3,525.8","1,171.6","1,244.5",32.9,365.5,143.8,81.9,465.8,222.5,—,"7,254.2",363.5,"7,617.7"
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,23.1,41.2,21.7,48.5,165.1,-38.1,22.0,—,54.9,—,22.2,33.9,22.7
1976–1977,14.5,35.7,9.1,9.8,21.7,11.0,2.5,—,3.1,—,13.9,-47.4,10.9
1977–1978,5.7,62.2,8.8,17.2,19.5,11.5,-1.1,—,31.6,—,9.7,40.7,10.4
1978–1979,9.6,17.1,9.0,27.1,18.2,28.9,-29.6,—,22.2,—,10.3,20.7,10.6
1979–1980,12.7,13.5,9.6,29.1,24.8,4.0,-6.8,—,15.0,—,12.3,0.8,12.0
1980–1981,12.4,14.1,14.2,5.2,17.5,21.0,14.3,—,7.5,—,13.1,102.4,15.7
1981–1982,28.7,18.5,3.0,25.8,28.7,15.5,23.5,—,47.8,—,22.6,12.6,22.1
1982–1983,12.0,13.1,16.2,15.0,27.5,10.0,27.8,—,31.3,—,13.8,18.6,14.0
1983–1984,10.9,6.8,9.2,9.5,18.6,6.8,20.2,—,19.2,—,10.7,-29.9,8.8
1984–1985,8.9,8.5,12.9,8.7,12.2,5.7,3.0,—,23.6,—,9.7,24.9,10.2
1985–1986,6.9,2.9,10.3,5.6,16.9,0.1,7.1,—,9.6,—,7.5,17.0,7.9
1986–1987,5.7,1.9,5.3,5.6,16.7,7.2,4.9,—,7.0,—,6.1,-20.3,5.0
1987–1988,6.2,4.6,8.5,4.8,17.4,17.2,4.4,—,10.1,—,7.5,42.7,8.5
1988–1989,7.5,14.0,7.1,2.7,15.7,12.2,17.3,—,26.5,—,8.8,9.2,8.8
1989–1990,8.7,26.7,3.2,0.2,13.1,12.2,0.5,—,21.5,—,9.3,23.0,9.8
1990–1991,7.2,10.6,7.5,3.0,-2.6,2.3,-2.0,—,27.9,—,6.8,-2.6,6.4
1991–1992,7.3,9.4,5.3,-13.9,1.0,11.7,14.4,—,2.8,—,6.5,-16.9,5.6
1992–1993,0.8,0.2,1.7,-19.1,9.3,-5.2,2.8,—,0.3,—,1.0,-11.3,0.6
1993–1994,-11.0,1.8,24.0,-12.5,-3.5,-6.5,5.8,—,-26.5,—,-3.8,9.2,-3.5
1994–1995,-5.4,-4.9,-5.1,5.2,-6.9,-37.0,76.4,—,33.9,—,-4.3,16.8,-3.7
1995–1996,1.6,39.0,-1.8,-1.9,3.6,18.9,-31.7,—,51.0,—,4.7,-23.1,3.6
1996–1997,1.7,2.7,8.6,-5.3,-2.1,10.4,-3.1,—,-5.4,—,2.7,-46.1,1.3
1997–1998,29.9,9.5,10.3,-20.4,6.4,59.0,-18.3,—,55.6,—,22.3,26.1,22.3
1998–1999,-2.8,12.3,7.5,20.4,17.1,-37.5,21.8,—,38.5,—,2.7,0.2,2.6
1999–2000,4.5,17.2,9.5,-1.8,9.6,19.0,-10.9,—,-8.5,—,6.5,17.7,6.7
2000–2001,-4.4,7.8,3.0,-5.6,4.8,-3.2,33.5,—,4.5,—,0.0,54.5,0.9
2001–2002,3.7,8.8,2.5,3.0,11.3,4.0,5.8,—,15.9,—,5.2,63.1,6.7
2002–2003,10.6,6.4,7.5,-16.3,8.8,29.0,13.4,—,0.9,—,9.0,39.9,10.2
2003–2004,8.4,10.2,13.0,-6.0,11.6,-19.2,6.2,—,9.7,—,9.1,7.6,9.0
2004–2005,2.9,12.7,11.8,6.5,8.0,-4.4,3.9,—,8.3,—,6.6,-39.0,4.4
2005–2006 ,8.4,16.3,6.3,7.0,9.9,30.9,25.4,—,0.4,—,9.3,17.7,9.6
2006–2007 ,10.6,10.2,6.1,2.2,6.5,136.1,8.1,—,13.4,—,11.7,15.2,11.8
2007–2008,5.2,6.7,3.4,4.6,3.1,14.1,14.3,—,10.1,—,5.6,3.5,5.6
2008–2009 ,5.4,2.8,4.7,7.8,7.6,1.2,6.8,—,3.8,—,4.8,29.9,5.6
2009–2010,6.3,9.3,3.8,2.6,11.4,8.3,-8.9,—,-4.8,—,5.9,-33.7,4.4
2010–2011 ,3.3,15.5,11.6,13.5,4.1,12.1,2.0,—,95.1,—,11.0,72.1,12.4
2011–2012,0.5,6.0,3.9,-0.8,3.8,-29.9,4.0,—,6.1,—,1.5,89.9,4.7
2012–2013 ,1.9,5.1,2.7,8.7,-2.5,3.7,1.3,—,-60.1,—,3.4,-19.3,1.9
2013–2014 ,4.5,4.1,1.2,7.0,2.6,-16.2,-7.2,8.7,3.8,—,3.1,-44.2,0.6
2014–2015,3.4,4.5,5.7,13.8,-1.9,2.4,-2.9,11.3,4.7,—,4.1,-63.6,2.1
2015–2016,0.5,0.7,-0.1,8.1,3.8,-27.7,58.5,6.3,3.9,—,1.2,53.9,1.8
2016–2017,1.2,-0.3,0.6,1.3,-0.2,3.3,-42.0,-0.5,10.5,—,0.1,-8.7,0.0
2017–2018,4.1,0.7,3.9,0.9,5.1,2.0,9.6,1.6,8.2,—,3.6,23.5,3.8
2018–2019,2.6,1.6,2.9,5.5,3.3,5.0,7.2,4.2,1.5,—,2.7,44.9,3.4
2019–2020,6.0,3.2,4.8,-0.2,5.6,-3.8,-2.6,5.9,0.8,—,5.0,38.9,5.8
2020–2021,5.8,2.3,4.8,-13.9,2.3,2.0,1.5,1.8,-3.6,"3,006.1",9.9,16.3,10.1
2021–2022,0.2,14.8,4.9,16.3,0.6,190.0,3.4,10.9,13.8,14.3,7.9,-5.1,7.5
2022–2023,19.4,29.1,5.5,-14.2,2.0,23.5,15.1,23.0,6.6,—,10.2,43.0,11.2
2023–2024 f,21.5,-1.1,8.9,57.4,2.7,-22.9,16.0,7.6,17.0,—,11.2,39.2,12.3
2024–2025 f,7.6,5.2,8.8,21.8,7.6,-30.7,9.5,-2.3,1.7,—,5.4,8.2,5.6
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
"Table F.3.3.2  Percentage distribution of provincial government health expenditure by use of funds, Nova Scotia, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Percentage by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,61.0,3.3,20.0,1.2,1.2,5.5,2.7,—,0.5,—,95.6,4.4,100.0
1975–1976,61.2,3.8,19.9,1.5,2.6,2.8,2.7,—,0.7,—,95.2,4.8,100.0
1976–1977,63.2,4.6,19.5,1.5,2.9,2.8,2.5,—,0.6,—,97.7,2.3,100.0
1977–1978,60.5,6.8,19.3,1.6,3.1,2.8,2.2,—,0.7,—,97.1,2.9,100.0
1978–1979,59.9,7.2,19.0,1.8,3.3,3.3,1.4,—,0.8,—,96.8,3.2,100.0
1979–1980,60.4,7.3,18.6,2.1,3.7,3.1,1.2,—,0.8,—,97.1,2.9,100.0
1980–1981,58.6,7.2,18.3,1.9,3.8,3.2,1.2,—,0.8,—,95.0,5.0,100.0
1981–1982,61.8,7.0,15.5,2.0,4.0,3.0,1.2,—,0.9,—,95.4,4.6,100.0
1982–1983,60.7,6.9,15.8,2.0,4.4,2.9,1.3,—,1.1,—,95.2,4.8,100.0
1983–1984,61.9,6.8,15.8,2.0,4.8,2.9,1.5,—,1.2,—,96.9,3.1,100.0
1984–1985,61.2,6.7,16.2,2.0,4.9,2.8,1.4,—,1.3,—,96.5,3.5,100.0
1985–1986,60.7,6.4,16.6,1.9,5.3,2.6,1.4,—,1.3,—,96.2,3.8,100.0
1986–1987,61.1,6.2,16.6,1.9,5.9,2.6,1.4,—,1.4,—,97.1,2.9,100.0
1987–1988,59.8,6.0,16.6,1.9,6.4,2.8,1.3,—,1.4,—,96.2,3.8,100.0
1988–1989,59.0,6.3,16.4,1.8,6.8,2.9,1.4,—,1.6,—,96.2,3.8,100.0
1989–1990,58.4,7.2,15.4,1.6,7.0,3.0,1.3,—,1.8,—,95.7,4.3,100.0
1990–1991,58.9,7.5,15.5,1.6,6.4,2.9,1.2,—,2.1,—,96.1,3.9,100.0
1991–1992,59.8,7.8,15.5,1.3,6.2,3.0,1.3,—,2.1,—,96.9,3.1,100.0
1992–1993,59.9,7.7,15.7,1.0,6.7,2.8,1.3,—,2.1,—,97.3,2.7,100.0
1993–1994,55.2,8.2,20.1,0.9,6.7,2.8,1.4,—,1.6,—,96.9,3.1,100.0
1994–1995,54.2,8.1,19.9,1.0,6.5,1.8,2.7,—,2.2,—,96.3,3.7,100.0
1995–1996,53.2,10.8,18.8,1.0,6.5,2.1,1.7,—,3.2,—,97.2,2.8,100.0
1996–1997,53.4,11.0,20.2,0.9,6.2,2.2,1.7,—,3.0,—,98.5,1.5,100.0
1997–1998,56.7,9.8,18.2,0.6,5.4,2.9,1.1,—,3.8,—,98.5,1.5,100.0
1998–1999,53.6,10.7,19.0,0.7,6.2,1.8,1.3,—,5.1,—,98.5,1.5,100.0
1999–2000,52.6,11.8,19.5,0.6,6.4,2.0,1.1,—,4.4,—,98.4,1.6,100.0
2000–2001,49.8,12.6,19.9,0.6,6.6,1.9,1.5,—,4.5,—,97.5,2.5,100.0
2001–2002,48.4,12.9,19.2,0.6,6.9,1.9,1.4,—,4.9,—,96.2,3.8,100.0
2002–2003,48.6,12.4,18.7,0.4,6.8,2.2,1.5,—,4.5,—,95.1,4.9,100.0
2003–2004,48.3,12.6,19.4,0.4,7.0,1.6,1.5,—,4.6,—,95.2,4.8,100.0
2004–2005,47.6,13.6,20.7,0.4,7.2,1.5,1.4,—,4.7,—,97.2,2.8,100.0
2005–2006 ,47.1,14.4,20.1,0.4,7.2,1.8,1.7,—,4.3,—,97.0,3.0,100.0
2006–2007 ,46.6,14.2,19.1,0.3,6.9,3.7,1.6,—,4.4,—,96.9,3.1,100.0
2007–2008,46.5,14.3,18.7,0.3,6.7,4.0,1.7,—,4.6,—,96.9,3.1,100.0
2008–2009 ,46.4,14.0,18.6,0.3,6.9,3.9,1.8,—,4.5,—,96.2,3.8,100.0
2009–2010,47.3,14.6,18.4,0.3,7.3,4.0,1.5,—,4.1,—,97.6,2.4,100.0
2010–2011 ,43.4,15.0,18.3,0.3,6.8,4.0,1.4,—,7.1,—,96.3,3.7,100.0
2011–2012,41.7,15.2,18.2,0.3,6.7,2.7,1.4,—,7.2,—,93.4,6.6,100.0
2012–2013,41.7,15.7,18.3,0.3,6.4,2.7,1.4,5.4,2.8,—,94.8,5.2,100.0
2013–2014 ,43.3,16.2,18.4,0.4,6.5,2.3,1.3,5.8,2.9,—,97.1,2.9,100.0
2014–2015,43.8,16.6,19.0,0.4,6.3,2.3,1.2,6.4,3.0,—,99.0,1.0,100.0
2015–2016,43.3,16.4,18.7,0.4,6.4,1.6,1.9,6.7,3.0,—,98.4,1.6,100.0
2016–2017,43.8,16.4,18.8,0.4,6.4,1.7,1.1,6.6,3.4,—,98.6,1.4,100.0
2017–2018,43.9,15.9,18.8,0.4,6.5,1.6,1.1,6.5,3.5,—,98.3,1.7,100.0
2018–2019,43.6,15.6,18.7,0.4,6.5,1.7,1.2,6.5,3.4,—,97.6,2.4,100.0
2019–2020,43.6,15.2,18.6,0.4,6.5,1.5,1.1,6.5,3.3,0.2,96.9,3.1,100.0
2020–2021,41.9,14.1,17.7,0.3,6.0,1.4,1.0,6.0,2.9,5.4,96.7,3.3,100.0
2021–2022,39.1,15.1,17.2,0.3,5.6,3.8,1.0,6.2,3.0,5.7,97.1,2.9,100.0
2022–2023,42.0,17.5,16.3,0.3,5.1,4.2,1.0,6.9,2.9,—,96.2,3.8,100.0
2023–2024 f,45.4,15.4,15.9,0.4,4.7,2.9,1.0,6.6,3.0,—,95.3,4.7,100.0
2024–2025 f,46.3,15.4,16.3,0.4,4.8,1.9,1.1,6.1,2.9,—,95.2,4.8,100.0
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,0.3,15.1,-0.8,21.1,116.1,-49.6,-0.5,—,26.3,—,-0.4,9.2,—
1976–1977,3.3,22.4,-1.6,-1.0,9.8,0.1,-7.6,—,-7.0,—,2.7,-52.5,—
1977–1978,-4.3,46.9,-1.5,6.1,8.2,0.9,-10.4,—,19.1,—,-0.6,27.4,—
1978–1979,-0.9,5.8,-1.4,14.9,6.9,16.5,-36.4,—,10.5,—,-0.3,9.1,—
1979–1980,0.7,1.4,-2.2,15.3,11.5,-7.1,-16.7,—,2.7,—,0.3,-9.9,—
1980–1981,-2.9,-1.4,-1.3,-9.1,1.5,4.5,-1.3,—,-7.1,—,-2.2,74.9,—
1981–1982,5.5,-3.0,-15.6,3.1,5.4,-5.3,1.1,—,21.1,—,0.4,-7.7,—
1982–1983,-1.8,-0.8,1.9,0.8,11.8,-3.5,12.0,—,15.1,—,-0.2,4.0,—
1983–1984,1.9,-1.8,0.4,0.6,9.0,-1.8,10.5,—,9.6,—,1.8,-35.6,—
1984–1985,-1.1,-1.5,2.5,-1.3,1.9,-4.1,-6.5,—,12.2,—,-0.4,13.4,—
1985–1986,-0.9,-4.6,2.3,-2.0,8.4,-7.1,-0.7,—,1.7,—,-0.3,8.5,—
1986–1987,0.7,-3.0,0.2,0.5,11.1,2.0,-0.1,—,1.9,—,1.0,-24.1,—
1987–1988,-2.1,-3.6,0.0,-3.4,8.2,8.0,-3.7,—,1.5,—,-0.9,31.5,—
1988–1989,-1.2,4.8,-1.6,-5.6,6.3,3.1,7.7,—,16.2,—,0.0,0.4,—
1989–1990,-1.0,15.4,-6.0,-8.8,3.0,2.2,-8.5,—,10.7,—,-0.5,12.0,—
1990–1991,0.7,3.9,1.0,-3.2,-8.5,-3.8,-7.9,—,20.2,—,0.4,-8.5,—
1991–1992,1.6,3.6,-0.2,-18.4,-4.3,5.8,8.4,—,-2.6,—,0.9,-21.2,—
1992–1993,0.2,-0.4,1.1,-19.6,8.6,-5.8,2.2,—,-0.3,—,0.4,-11.8,—
1993–1994,-7.8,5.5,28.5,-9.3,-0.1,-3.2,9.6,—,-23.9,—,-0.4,13.1,—
1994–1995,-1.8,-1.2,-1.4,9.3,-3.3,-34.6,83.2,—,39.1,—,-0.7,21.3,—
1995–1996,-1.9,34.1,-5.3,-5.3,0.0,14.7,-34.1,—,45.7,—,1.0,-25.8,—
1996–1997,0.4,1.3,7.1,-6.5,-3.4,8.9,-4.4,—,-6.6,—,1.3,-46.8,—
1997–1998,6.2,-10.5,-9.8,-34.9,-13.1,30.0,-33.2,—,27.2,—,0.0,3.1,—
1998–1999,-5.3,9.4,4.7,17.3,14.1,-39.1,18.6,—,34.9,—,0.0,-2.4,—
1999–2000,-2.0,9.9,2.6,-8.0,2.7,11.5,-16.5,—,-14.2,—,-0.2,10.3,—
2000–2001,-5.2,6.9,2.1,-6.5,3.9,-4.0,32.3,—,3.6,—,-0.9,53.2,—
2001–2002,-2.8,2.0,-4.0,-3.4,4.4,-2.5,-0.8,—,8.7,—,-1.4,52.9,—
2002–2003,0.3,-3.5,-2.5,-24.0,-1.3,17.0,2.8,—,-8.4,—,-1.1,26.9,—
2003–2004,-0.6,1.1,3.7,-13.7,2.4,-25.9,-2.6,—,0.6,—,0.1,-1.3,—
2004–2005,-1.4,8.0,7.1,2.1,3.5,-8.4,-0.5,—,3.7,—,2.1,-41.5,—
2005–2006 ,-1.1,6.2,-3.0,-2.4,0.3,19.5,14.5,—,-8.4,—,-0.2,7.4,—
2006–2007 ,-1.0,-1.4,-5.0,-8.6,-4.7,111.2,-3.2,—,1.5,—,-0.1,3.0,—
2007–2008 ,-0.3,1.1,-2.0,-1.0,-2.4,8.0,8.2,—,4.2,—,0.1,-1.9,—
2008–2009,-0.2,-2.6,-0.8,2.1,1.9,-4.2,1.1,—,-1.7,—,-0.7,23.0,—
2009–2010,1.8,4.7,-0.6,-1.7,6.7,3.7,-12.8,—,-8.8,—,1.4,-36.5,—
2010–2011 ,-8.1,2.7,-0.8,1.0,-7.4,-0.3,-9.3,—,73.5,—,-1.3,53.0,—
2011–2012,-4.0,1.3,-0.7,-5.3,-0.9,-33.1,-0.6,—,1.3,—,-3.1,81.4,—
2012–2013 ,0.0,3.1,0.8,6.7,-4.4,1.7,-0.6,—,-60.8,—,1.5,-20.8,—
2013–2014 ,3.8,3.4,0.5,6.3,2.0,-16.7,-7.8,8.1,3.1,—,2.5,-44.5,—
2014–2015,1.2,2.3,3.5,11.5,-4.0,0.3,-5.0,9.0,2.5,—,1.9,-64.4,—
2015–2016,-1.2,-1.0,-1.8,6.2,2.0,-28.9,55.7,4.5,2.1,—,-0.5,51.3,—
2016–2017,1.2,-0.3,0.6,1.3,-0.2,3.3,-41.9,-0.5,10.5,—,0.1,-8.7,—
2017–2018,0.3,-3.0,0.0,-2.9,1.3,-1.8,5.6,-2.1,4.2,—,-0.3,19.0,—
2018–2019,-0.8,-1.8,-0.5,2.0,-0.1,1.5,3.7,0.7,-1.9,—,-0.7,40.1,—
2019–2020,0.2,-2.5,-0.9,-5.7,-0.2,-9.1,-7.9,0.1,-4.7,—,-0.8,31.2,—
2020–2021,-3.9,-7.1,-4.8,-21.8,-7.1,-7.4,-7.8,-7.5,-12.5,"2,720.1",-0.2,5.6,—
2021–2022,-6.7,6.8,-2.4,8.2,-6.4,169.8,-3.8,3.2,5.9,6.4,0.4,-11.7,—
2022–2023,7.4,16.1,-5.1,-22.9,-8.3,11.0,3.5,10.6,-4.1,—,-0.9,28.6,—
2023–2024 f,8.2,-11.9,-3.0,40.2,-8.6,-31.3,3.3,-4.2,4.2,—,-0.9,24.0,—
2024–2025 f,1.9,-0.3,3.0,15.3,1.9,-34.3,3.7,-7.5,-3.7,—,-0.1,2.5,—
Notes,,,,,,,,,,,,,
