"There are 3 tables on this tab, each with 2 sub-tables. The first table is called Table F.3.5.1: Provincial government health expenditure by use of funds, in millions of current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A5 and ends in cell N56. The sub-table Annual percentage change by year begins in cell A58 and ends in cell N109. The note is in cell A110 and the source is in cell A112. The second table is called Table F.3.5.2: Percentage distribution of provincial government health expenditure by use of funds, Quebec, 1974–1975 to 2024–2025. The sub-table Percentage by year begins in cell A116 and ends in cell N167. The sub-table Annual percentage change by year begins in cell A169 and ends in cell N220. The note is in cell A221 and the source is in cell A223. The third table is called Table F.3.5.3: Provincial government per capita health expenditure by use of funds, in current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A227 and ends in cell N278. The sub-table Annual percentage change by year begins in cell A280 and ends in cell N331. The note is in cell A332 and the source is in cell A334. There is a link back to the table of contents in cell A2.",,,,,,,,,,,,,
Back to Table of Contents,,,,,,,,,,,,,
"Table F.3.8.1  Provincial government health expenditure by use of funds in millions of current dollars, Saskatchewan, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1986–1987,553.3,202.8,196.5,35.0,84.7,57.5,14.3,—,41.7,—,"1,185.8",71.0,"1,256.8"
1987–1988,555.8,215.3,202.2,34.4,62.2,62.1,15.5,—,42.4,—,"1,189.8",77.2,"1,267.0"
1988–1989,586.2,218.4,212.1,32.2,63.3,76.6,13.9,—,46.9,—,"1,249.7",122.8,"1,372.5"
1989–1990,646.0,237.3,240.2,34.1,78.6,78.8,19.7,—,52.4,—,"1,387.1",152.9,"1,540.0"
1990–1991,702.7,247.2,252.4,35.7,92.1,84.0,20.6,—,59.2,—,"1,493.8",158.3,"1,652.1"
1991–1992,717.3,256.5,265.7,39.4,94.0,86.7,19.2,—,66.8,—,"1,545.6",122.8,"1,668.4"
1992–1993,701.2,258.7,265.2,31.0,82.0,88.9,18.1,—,68.2,—,"1,513.1",104.5,"1,617.7"
1993–1994,681.8,254.8,247.2,21.1,49.7,98.2,19.2,—,77.4,—,"1,449.3",75.8,"1,525.2"
1994–1995,636.7,274.0,295.6,17.8,58.3,94.3,16.3,—,96.3,—,"1,489.4",81.1,"1,570.4"
1995–1996,621.6,267.5,295.1,17.7,65.6,138.0,14.4,—,103.3,—,"1,523.3",81.5,"1,604.8"
1996–1997,641.2,271.8,299.0,18.7,66.9,136.7,16.2,—,113.2,—,"1,563.8",94.8,"1,658.6"
1997–1998,652.6,277.6,327.0,19.6,70.1,141.2,15.9,—,136.5,—,"1,640.4",131.1,"1,771.5"
1998–1999,701.0,282.8,336.7,22.1,81.9,175.2,15.1,—,124.7,—,"1,739.5",145.2,"1,884.7"
1999–2000,777.6,307.2,358.1,29.9,91.5,150.6,17.9,—,141.2,—,"1,874.1",146.9,"2,021.0"
2000–2001,825.0,345.3,401.9,30.0,103.0,160.4,18.1,—,145.2,—,"2,028.8",114.6,"2,143.5"
2001–2002,894.4,348.8,432.3,30.9,130.0,170.8,18.6,—,162.7,—,"2,188.6",123.4,"2,311.9"
2002–2003,956.2,370.0,466.2,30.6,147.8,178.2,19.3,—,181.8,—,"2,350.1",96.2,"2,446.3"
2003–2004,975.0,406.5,488.9,31.3,165.7,238.4,18.1,—,176.3,—,"2,500.4",85.9,"2,586.3"
2004–2005,"1,054.9",424.9,538.7,32.8,182.5,261.4,19.8,—,214.5,—,"2,729.6",83.9,"2,813.5"
2005–2006,"1,142.2",459.6,590.7,34.1,202.3,304.7,16.9,—,218.9,—,"2,969.5",101.4,"3,070.9"
2006–2007 ,"1,242.3",496.7,625.2,35.2,217.9,285.5,23.2,—,216.7,—,"3,142.6",122.7,"3,265.3"
2007–2008,"1,319.0",532.8,642.9,35.5,277.0,364.8,25.3,—,226.1,—,"3,423.4",111.4,"3,534.8"
2008–2009 ,"1,435.3",560.4,690.3,37.1,288.4,344.6,25.9,—,241.3,—,"3,623.3",197.2,"3,820.5"
2009–2010,"1,542.2",589.2,734.5,41.3,305.6,365.2,26.8,—,255.5,—,"3,860.2",181.6,"4,041.8"
2010–2011 ,"1,712.0",654.6,812.7,31.8,320.5,366.2,26.5,—,280.7,—,"4,205.0",146.0,"4,351.1"
2011–2012,"1,740.9",630.8,892.3,33.1,314.1,433.5,47.8,—,311.3,—,"4,403.7",207.8,"4,611.5"
2012–2013 ,"1,836.2",684.0,907.3,34.5,302.8,380.2,45.5,269.4,168.8,—,"4,628.7",193.9,"4,822.6"
2013–2014 ,"1,883.9",748.1,996.7,34.6,314.4,399.4,47.1,285.7,175.9,—,"4,885.7",224.0,"5,109.7"
2014–2015,"1,931.2",745.3,"1,021.4",46.0,314.1,414.4,47.5,296.3,178.2,—,"4,994.3",207.2,"5,201.5"
2015–2016,"1,950.4",764.2,"1,079.4",51.5,318.2,419.5,40.3,321.3,191.3,—,"5,136.0",279.1,"5,415.1"
2016–2017,"1,997.8",788.2,"1,131.6",53.1,317.5,424.2,35.5,327.9,192.2,—,"5,268.1",339.5,"5,607.6"
2017–2018,"2,040.0",800.9,"1,150.1",55.6,322.2,433.5,33.0,341.1,194.6,—,"5,371.0",315.6,"5,686.5"
2018–2019,"2,084.4",781.0,"1,143.3",56.4,335.3,442.4,37.5,362.7,200.4,—,"5,443.2",181.3,"5,624.6"
2019–2020,"2,197.9",832.0,"1,195.3",56.9,347.9,464.0,46.7,385.0,203.3,25.6,"5,754.6",233.1,"5,987.7"
2020–2021,"2,107.6",819.5,"1,206.1",48.8,357.6,579.8,38.7,381.4,204.4,384.7,"6,128.6",175.5,"6,304.1"
2021–2022,"2,303.8",819.2,"1,441.1",73.0,389.2,470.8,43.2,356.7,216.5,364.8,"6,478.5",162.1,"6,640.6"
2022–2023,"2,600.2",882.3,"1,482.2",77.5,399.9,478.1,43.9,384.9,263.1,—,"6,612.1",164.1,"6,776.3"
2023–2024 f,"2,801.2",900.6,"1,727.9",82.0,388.4,475.4,45.8,442.1,286.3,—,"7,149.6",350.3,"7,499.9"
2024–2025 f,"2,801.7",884.4,"1,739.1",81.9,417.9,477.5,50.6,498.1,305.1,—,"7,256.3",252.2,"7,508.5"
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,22.1,11.3,14.9,39.2,221.8,-3.4,19.2,—,14.9,—,21.1,45.3,21.7
1976–1977,23.9,10.7,15.3,19.6,57.5,16.2,-1.7,—,16.2,—,21.5,-25.4,20.2
1977–1978,9.7,8.4,10.2,23.0,7.8,12.8,6.3,—,25.6,—,10.2,41.8,10.8
1978–1979,3.7,19.7,8.8,16.8,15.3,15.3,17.6,—,46.9,—,7.8,10.7,7.9
1979–1980,9.9,60.5,10.4,7.9,14.3,1.9,7.8,—,102.9,—,14.3,83.5,16.0
1980–1981,20.1,18.0,18.4,30.5,16.4,21.8,20.7,—,14.1,—,19.7,21.0,19.7
1981–1982,7.5,75.3,18.6,21.6,16.3,8.7,7.5,—,45.3,—,17.4,0.4,16.8
1982–1983,18.1,48.1,21.8,20.3,27.4,13.7,17.8,—,-0.7,—,22.6,11.5,22.2
1983–1984,8.1,15.4,8.6,13.6,17.6,13.5,4.4,—,24.7,—,10.6,-20.1,9.7
1984–1985,5.1,0.3,8.3,-0.3,15.5,10.0,0.8,—,9.3,—,5.4,-25.2,4.8
1985–1986,4.4,6.8,7.3,7.6,17.8,-1.2,-4.2,—,21.7,—,6.2,160.1,8.6
1986–1987,6.5,12.3,10.2,4.1,20.6,13.3,-0.9,—,19.6,—,9.6,72.8,11.9
1987–1988,0.5,6.1,2.9,-1.7,-26.6,8.0,8.5,—,1.6,—,0.3,8.8,0.8
1988–1989,5.5,1.5,4.9,-6.2,1.8,23.4,-10.8,—,10.6,—,5.0,59.1,8.3
1989–1990,10.2,8.6,13.2,5.6,24.2,2.9,41.8,—,11.7,—,11.0,24.5,12.2
1990–1991,8.8,4.2,5.0,4.8,17.2,6.6,4.6,—,12.9,—,7.7,3.5,7.3
1991–1992,2.1,3.8,5.3,10.5,2.0,3.3,-6.7,—,12.8,—,3.5,-22.4,1.0
1992–1993,-2.2,0.8,-0.2,-21.4,-12.8,2.4,-5.7,—,2.1,—,-2.1,-14.9,-3.0
1993–1994,-2.8,-1.5,-6.8,-31.9,-39.4,10.5,6.0,—,13.5,—,-4.2,-27.4,-5.7
1994–1995,-6.6,7.5,19.6,-15.6,17.4,-4.0,-14.9,—,24.5,—,2.8,6.9,3.0
1995–1996,-2.4,-2.3,-0.2,-0.8,12.5,46.3,-11.7,—,7.3,—,2.3,0.6,2.2
1996–1997,3.1,1.6,1.3,5.8,2.0,-0.9,12.5,—,9.6,—,2.7,16.3,3.4
1997–1998,1.8,2.2,9.4,4.8,4.7,3.2,-2.0,—,20.6,—,4.9,38.2,6.8
1998–1999,7.4,1.9,3.0,12.4,16.9,24.1,-5.0,—,-8.6,—,6.0,10.8,6.4
1999–2000,10.9,8.6,6.4,35.7,11.7,-14.1,18.8,—,13.2,—,7.7,1.2,7.2
2000–2001,6.1,12.4,12.2,0.2,12.6,6.5,0.9,—,2.8,—,8.3,-22.0,6.1
2001–2002,8.4,1.0,7.6,3.1,26.2,6.5,2.6,—,12.1,—,7.9,7.6,7.9
2002–2003,6.9,6.1,7.8,-0.9,13.7,4.3,3.7,—,11.7,—,7.4,-22.0,5.8
2003–2004,2.0,9.9,4.9,2.3,12.1,33.8,-5.7,—,-3.0,—,6.4,-10.7,5.7
2004–2005,8.2,4.5,10.2,4.7,10.2,9.6,8.9,—,21.6,—,9.2,-2.4,8.8
2005–2006 ,8.3,8.2,9.6,4.1,10.9,16.6,-14.7,—,2.1,—,8.8,21.0,9.2
2006–2007 ,8.8,8.1,5.8,3.1,7.7,-6.3,37.4,—,-1.0,—,5.8,21.0,6.3
2007–2008,6.2,7.3,2.8,0.8,27.1,27.8,9.5,—,4.4,—,8.9,-9.2,8.3
2008–2009 ,8.8,5.2,7.4,4.5,4.1,-5.5,2.4,—,6.7,—,5.8,77.0,8.1
2009–2010,7.4,5.1,6.4,11.4,6.0,6.0,3.1,—,5.9,—,6.5,-7.9,5.8
2010–2011 ,11.0,11.1,10.6,-22.9,4.9,0.3,-0.9,—,9.9,—,8.9,-19.6,7.7
2011–2012,1.7,-3.6,9.8,3.9,-2.0,18.4,80.5,—,10.9,—,4.7,42.3,6.0
2012–2013 ,5.5,8.4,1.7,4.3,-3.6,-12.3,-4.9,—,-45.8,—,5.1,-6.7,4.6
2013–2014 ,2.6,9.4,9.8,0.2,3.8,5.1,3.4,6.0,4.2,—,5.6,15.5,6.0
2014–2015,2.5,-0.4,2.5,33.2,-0.1,3.7,0.9,3.7,1.3,—,2.2,-7.5,1.8
2015–2016,1.0,2.5,5.7,11.8,1.3,1.2,-15.2,8.4,7.4,—,2.8,34.7,4.1
2016–2017,2.4,3.1,4.8,3.2,-0.2,1.1,-11.8,2.1,0.5,—,2.6,21.6,3.6
2017–2018,2.1,1.6,1.6,4.7,1.5,2.2,-7.1,4.0,1.3,—,2.0,-7.1,1.4
2018–2019,2.2,-2.5,-0.6,1.4,4.0,2.0,13.7,6.3,2.9,—,1.3,-42.5,-1.1
2019–2020,5.4,6.5,4.5,1.0,3.8,4.9,24.5,6.1,1.4,—,5.7,28.6,6.5
2020–2021,-4.1,-1.5,0.9,-14.2,2.8,25.0,-17.1,-0.9,0.5,"1,402.7",6.5,-24.7,5.3
2021–2022,9.3,0.0,19.5,49.5,8.8,-18.8,11.7,-6.5,5.9,-5.2,5.7,-7.6,5.3
2022–2023,12.9,7.7,2.9,6.1,2.8,1.5,1.6,7.9,21.5,—,2.1,1.2,2.0
2023–2024 f,7.7,2.1,16.6,5.8,-2.9,-0.6,4.1,14.9,8.8,—,8.1,113.4,10.7
2024–2025 f,0.0,-1.8,0.7,-0.1,7.6,0.4,10.4,12.7,6.6,—,1.5,-28.0,0.1
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
"Table F.3.8.2  Percentage distribution of provincial government health expenditure by use of funds, Saskatchewan, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Percentage by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,58.5,7.2,18.1,2.2,1.4,7.1,2.3,—,1.0,—,97.6,2.4,100.0
1975–1976,58.6,6.5,17.1,2.5,3.6,5.6,2.2,—,0.9,—,97.1,2.9,100.0
1976–1977,60.4,6.0,16.4,2.4,4.7,5.4,1.8,—,0.9,—,98.2,1.8,100.0
1977–1978,59.9,5.9,16.3,2.7,4.6,5.5,1.8,—,1.0,—,97.7,2.3,100.0
1978–1979,57.6,6.5,16.5,2.9,4.9,5.9,1.9,—,1.4,—,97.7,2.3,100.0
1979–1980,54.6,9.1,15.7,2.7,4.8,5.2,1.8,—,2.4,—,96.3,3.7,100.0
1980–1981,54.7,8.9,15.5,3.0,4.7,5.3,1.8,—,2.3,—,96.3,3.7,100.0
1981–1982,50.4,13.4,15.8,3.1,4.7,4.9,1.7,—,2.9,—,96.8,3.2,100.0
1982–1983,48.7,16.2,15.7,3.1,4.9,4.6,1.6,—,2.3,—,97.1,2.9,100.0
1983–1984,47.9,17.1,15.5,3.2,5.2,4.7,1.5,—,2.7,—,97.9,2.1,100.0
1984–1985,48.1,16.3,16.1,3.0,5.8,5.0,1.5,—,2.8,—,98.5,1.5,100.0
1985–1986,46.2,16.1,15.9,3.0,6.3,4.5,1.3,—,3.1,—,96.3,3.7,100.0
1986–1987,44.0,16.1,15.6,2.8,6.7,4.6,1.1,—,3.3,—,94.4,5.6,100.0
1987–1988,43.9,17.0,16.0,2.7,4.9,4.9,1.2,—,3.3,—,93.9,6.1,100.0
1988–1989,42.7,15.9,15.5,2.3,4.6,5.6,1.0,—,3.4,—,91.1,8.9,100.0
1989–1990,41.9,15.4,15.6,2.2,5.1,5.1,1.3,—,3.4,—,90.1,9.9,100.0
1990–1991,42.5,15.0,15.3,2.2,5.6,5.1,1.2,—,3.6,—,90.4,9.6,100.0
1991–1992,43.0,15.4,15.9,2.4,5.6,5.2,1.2,—,4.0,—,92.6,7.4,100.0
1992–1993,43.3,16.0,16.4,1.9,5.1,5.5,1.1,—,4.2,—,93.5,6.5,100.0
1993–1994,44.7,16.7,16.2,1.4,3.3,6.4,1.3,—,5.1,—,95.0,5.0,100.0
1994–1995,40.5,17.4,18.8,1.1,3.7,6.0,1.0,—,6.1,—,94.8,5.2,100.0
1995–1996,38.7,16.7,18.4,1.1,4.1,8.6,0.9,—,6.4,—,94.9,5.1,100.0
1996–1997,38.7,16.4,18.0,1.1,4.0,8.2,1.0,—,6.8,—,94.3,5.7,100.0
1997–1998,36.8,15.7,18.5,1.1,4.0,8.0,0.9,—,7.7,—,92.6,7.4,100.0
1998–1999,37.2,15.0,17.9,1.2,4.3,9.3,0.8,—,6.6,—,92.3,7.7,100.0
1999–2000,38.5,15.2,17.7,1.5,4.5,7.5,0.9,—,7.0,—,92.7,7.3,100.0
2000–2001,38.5,16.1,18.8,1.4,4.8,7.5,0.8,—,6.8,—,94.7,5.3,100.0
2001–2002,38.7,15.1,18.7,1.3,5.6,7.4,0.8,—,7.0,—,94.7,5.3,100.0
2002–2003,39.1,15.1,19.1,1.3,6.0,7.3,0.8,—,7.4,—,96.1,3.9,100.0
2003–2004,37.7,15.7,18.9,1.2,6.4,9.2,0.7,—,6.8,—,96.7,3.3,100.0
2004–2005,37.5,15.1,19.1,1.2,6.5,9.3,0.7,—,7.6,—,97.0,3.0,100.0
2005–2006 ,37.2,15.0,19.2,1.1,6.6,9.9,0.5,—,7.1,—,96.7,3.3,100.0
2006–2007 ,38.0,15.2,19.1,1.1,6.7,8.7,0.7,—,6.6,—,96.2,3.8,100.0
2007–2008 ,37.3,15.1,18.2,1.0,7.8,10.3,0.7,—,6.4,—,96.8,3.2,100.0
2008–2009 ,37.6,14.7,18.1,1.0,7.5,9.0,0.7,—,6.3,—,94.8,5.2,100.0
2009–2010,38.2,14.6,18.2,1.0,7.6,9.0,0.7,—,6.3,—,95.5,4.5,100.0
2010–2011 ,39.3,15.0,18.7,0.7,7.4,8.4,0.6,—,6.5,—,96.6,3.4,100.0
2011–2012,37.8,13.7,19.3,0.7,6.8,9.4,1.0,—,6.8,—,95.5,4.5,100.0
2012–2013 ,38.1,14.2,18.8,0.7,6.3,7.9,0.9,5.6,3.5,—,96.0,4.0,100.0
2013–2014 ,36.9,14.6,19.5,0.7,6.2,7.8,0.9,5.6,3.4,—,95.6,4.4,100.0
2014–2015,37.1,14.3,19.6,0.9,6.0,8.0,0.9,5.7,3.4,—,96.0,4.0,100.0
2015–2016,36.0,14.1,19.9,1.0,5.9,7.7,0.7,5.9,3.5,—,94.8,5.2,100.0
2016–2017,35.6,14.1,20.2,0.9,5.7,7.6,0.6,5.8,3.4,—,93.9,6.1,100.0
2017–2018,35.9,14.1,20.2,1.0,5.7,7.6,0.6,6.0,3.4,—,94.5,5.5,100.0
2018–2019,37.1,13.9,20.3,1.0,6.0,7.9,0.7,6.4,3.6,—,96.8,3.2,100.0
2019–2020,36.7,13.9,20.0,1.0,5.8,7.7,0.8,6.4,3.4,0.4,96.1,3.9,100.0
2020–2021,33.4,13.0,19.1,0.8,5.7,9.2,0.6,6.0,3.2,6.1,97.2,2.8,100.0
2021–2022,34.7,12.3,21.7,1.1,5.9,7.1,0.7,5.4,3.3,5.5,97.6,2.4,100.0
2022–2023,38.4,13.0,21.9,1.1,5.9,7.1,0.6,5.7,3.9,—,97.6,2.4,100.0
2023–2024 f,37.3,12.0,23.0,1.1,5.2,6.3,0.6,5.9,3.8,—,95.3,4.7,100.0
2024–2025 f,37.3,11.8,23.2,1.1,5.6,6.4,0.7,6.6,4.1,—,96.6,3.4,100.0
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,0.3,-8.5,-5.6,14.4,164.4,-20.6,-2.1,—,-5.6,—,-0.5,19.4,—
1976–1977,3.1,-7.9,-4.1,-0.5,31.1,-3.3,-18.2,—,-3.3,—,1.1,-37.9,—
1977–1978,-0.9,-2.1,-0.5,11.0,-2.7,1.9,-4.0,—,13.4,—,-0.5,28.0,—
1978–1979,-3.8,11.0,0.9,8.3,6.9,6.9,9.0,—,36.1,—,-0.1,2.7,—
1979–1980,-5.2,38.5,-4.8,-6.9,-1.5,-12.2,-7.0,—,75.0,—,-1.4,58.2,—
1980–1981,0.3,-1.4,-1.1,9.0,-2.8,1.8,0.8,—,-4.7,—,0.0,1.0,—
1981–1982,-8.0,50.1,1.6,4.2,-0.4,-6.9,-8.0,—,24.5,—,0.5,-14.0,—
1982–1983,-3.4,21.1,-0.4,-1.6,4.2,-7.0,-3.6,—,-18.7,—,0.3,-8.8,—
1983–1984,-1.5,5.2,-1.0,3.5,7.2,3.4,-4.8,—,13.7,—,0.8,-27.2,—
1984–1985,0.3,-4.3,3.4,-4.8,10.3,5.0,-3.8,—,4.3,—,0.6,-28.6,—
1985–1986,-3.9,-1.6,-1.2,-0.9,8.5,-9.0,-11.7,—,12.1,—,-2.2,139.6,—
1986–1987,-4.8,0.4,-1.5,-6.9,7.8,1.3,-11.4,—,6.9,—,-2.1,54.5,—
1987–1988,-0.4,5.3,2.1,-2.5,-27.2,7.1,7.6,—,0.8,—,-0.5,7.9,—
1988–1989,-2.6,-6.3,-3.1,-13.4,-6.0,13.9,-17.6,—,2.1,—,-3.0,46.8,—
1989–1990,-1.8,-3.2,0.9,-5.9,10.7,-8.3,26.4,—,-0.4,—,-1.1,11.0,—
1990–1991,1.4,-2.9,-2.1,-2.3,9.2,-0.6,-2.5,—,5.3,—,0.4,-3.5,—
1991–1992,1.1,2.8,4.3,9.4,1.0,2.3,-7.6,—,11.7,—,2.5,-23.2,—
1992–1993,0.8,4.0,2.9,-19.0,-10.0,5.7,-2.8,—,5.3,—,1.0,-12.2,—
1993–1994,3.1,4.5,-1.1,-27.7,-35.7,17.3,12.5,—,20.4,—,1.6,-23.0,—
1994–1995,-9.3,4.4,16.2,-18.0,14.0,-6.8,-17.4,—,20.9,—,-0.2,3.8,—
1995–1996,-4.5,-4.4,-2.3,-2.9,10.1,43.2,-13.6,—,5.0,—,0.1,-1.6,—
1996–1997,-0.2,-1.7,-2.0,2.4,-1.3,-4.1,8.9,—,6.0,—,-0.7,12.5,—
1997–1998,-4.7,-4.3,2.4,-1.8,-2.0,-3.3,-8.2,—,12.9,—,-1.8,29.4,—
1998–1999,1.0,-4.3,-3.2,5.6,9.9,16.7,-10.7,—,-14.1,—,-0.3,4.1,—
1999–2000,3.4,1.3,-0.8,26.5,4.2,-19.9,10.8,—,5.6,—,0.5,-5.6,—
2000–2001,0.0,6.0,5.8,-5.5,6.2,0.4,-4.9,—,-3.0,—,2.1,-26.4,—
2001–2002,0.5,-6.3,-0.3,-4.4,17.0,-1.2,-4.9,—,3.9,—,0.0,-0.2,—
2002–2003,1.0,0.2,1.9,-6.3,7.4,-1.4,-2.0,—,5.6,—,1.5,-26.3,—
2003–2004,-3.6,3.9,-0.8,-3.3,6.0,26.6,-10.8,—,-8.3,—,0.6,-15.5,—
2004–2005,-0.5,-3.9,1.3,-3.8,1.3,0.8,0.1,—,11.8,—,0.4,-10.3,—
2005–2006 ,-0.8,-0.9,0.4,-4.6,1.6,6.8,-21.9,—,-6.5,—,-0.3,10.8,—
2006–2007 ,2.3,1.6,-0.5,-3.0,1.3,-11.9,29.2,—,-6.9,—,-0.5,13.8,—
2007–2008,-1.9,-0.9,-5.0,-6.9,17.4,18.0,1.1,—,-3.6,—,0.6,-16.1,—
2008–2009 ,0.7,-2.7,-0.7,-3.4,-3.6,-12.6,-5.3,—,-1.2,—,-2.1,63.8,—
2009–2010,1.6,-0.6,0.6,5.3,0.1,0.2,-2.5,—,0.1,—,0.7,-13.0,—
2010–2011 ,3.1,3.2,2.8,-28.3,-2.6,-6.9,-7.9,—,2.1,—,1.2,-25.3,—
2011–2012,-4.1,-9.1,3.6,-2.0,-7.5,11.7,70.3,—,4.6,—,-1.2,34.3,—
2012–2013 ,0.9,3.7,-2.8,-0.3,-7.8,-16.1,-9.0,—,-48.1,—,0.5,-10.8,—
2013–2014 ,-3.2,3.2,3.7,-5.5,-2.0,-0.8,-2.4,0.1,-1.6,—,-0.4,9.0,—
2014–2015,0.7,-2.1,0.7,30.9,-1.9,1.9,-0.9,1.9,-0.5,—,0.4,-9.1,—
2015–2016,-3.0,-1.5,1.5,7.4,-2.7,-2.7,-18.6,4.2,3.1,—,-1.2,29.4,—
2016–2017,-1.1,-0.4,1.2,-0.3,-3.6,-2.4,-14.8,-1.4,-3.0,—,-0.9,17.5,—
2017–2018,0.7,0.2,0.2,3.2,0.1,0.8,-8.4,2.6,-0.1,—,0.5,-8.3,—
2018–2019,3.3,-1.4,0.5,2.5,5.2,3.2,15.0,7.5,4.1,—,2.5,-41.9,—
2019–2020,-0.9,0.1,-1.8,-5.1,-2.5,-1.5,17.0,-0.3,-4.7,—,-0.7,20.8,—
2020–2021,-8.9,-6.4,-4.2,-18.5,-2.4,18.7,-21.3,-5.9,-4.5,"1,327.3",1.2,-28.5,—
2021–2022,3.8,-5.1,13.4,42.0,3.3,-22.9,6.0,-11.2,0.6,-10.0,0.4,-12.3,—
2022–2023,10.6,5.5,0.8,4.0,0.7,-0.5,-0.4,5.7,19.1,—,0.0,-0.8,—
2023–2024 f,-2.7,-7.8,5.3,-4.4,-12.3,-10.1,-5.9,3.8,-1.7,—,-2.3,92.8,—
2024–2025 f,-0.1,-1.9,0.5,-0.2,7.5,0.3,10.3,12.5,6.5,—,1.4,-28.1,—
Notes,,,,,,,,,,,,,
