"There are 3 tables on this tab, each with 2 sub-tables. The first table is called Table F.3.5.1: Provincial government health expenditure by use of funds, in millions of current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A5 and ends in cell N56. The sub-table Annual percentage change by year begins in cell A58 and ends in cell N109. The note is in cell A110 and the source is in cell A112. The second table is called Table F.3.5.2: Percentage distribution of provincial government health expenditure by use of funds, Quebec, 1974–1975 to 2024–2025. The sub-table Percentage by year begins in cell A116 and ends in cell N167. The sub-table Annual percentage change by year begins in cell A169 and ends in cell N220. The note is in cell A221 and the source is in cell A223. The third table is called Table F.3.5.3: Provincial government per capita health expenditure by use of funds, in current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A227 and ends in cell N278. The sub-table Annual percentage change by year begins in cell A280 and ends in cell N331. The note is in cell A332 and the source is in cell A334. There is a link back to the table of contents in cell A2.",,,,,,,,,,,,,
Back to Table of Contents,,,,,,,,,,,,,
"Table F.3.5.1  Provincial government health expenditure by use of funds in millions of current dollars, Quebec, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
2002–2003,"6,678.5","2,885.9","2,950.4",172.8,"1,450.7",568.8,280.2,—,690.9,—,"15,678.2",799.8,"16,478.0"
2003–2004,"7,126.5","3,023.3","3,119.5",136.7,"1,562.6",627.3,305.5,—,751.9,—,"16,653.3",771.1,"17,424.3"
2004–2005,"7,484.7","3,152.5","3,340.1",150.7,"1,711.8",634.7,287.2,—,796.4,—,"17,558.2",933.0,"18,491.2"
2005–2006 ,"7,836.7","3,221.4","3,346.1",151.8,"1,825.3",677.2,297.3,—,844.0,—,"18,199.9","1,148.6","19,348.4"
2006–2007 ,"8,582.3","3,496.2","3,501.7",152.8,"1,997.3",716.5,298.5,—,861.7,—,"19,606.9","1,361.6","20,968.5"
2007–2008,"9,192.0","3,662.0","3,753.1",168.3,"2,251.3",768.9,310.7,—,932.4,—,"21,038.6","1,223.4","22,262.0"
2008–2009 ,"9,652.4","3,835.6","4,206.7",177.9,"2,321.0",807.6,324.2,—,997.3,—,"22,322.7","1,430.2","23,752.9"
2009–2010 ,"10,264.5","4,007.9","4,676.7",209.3,"2,397.9",948.4,349.6,—,"1,120.0",—,"23,974.3","1,599.2","25,573.5"
2010–2011 ,"10,726.2","4,090.1","5,035.8",209.7,"2,391.6",888.6,331.1,—,"1,162.0",—,"24,835.3","1,664.0","26,499.3"
2011–2012,"10,844.6","4,131.1","5,433.9",222.5,"2,463.4",896.8,341.5,—,"1,230.9",—,"25,564.7","2,086.3","27,651.0"
2012–2013 ,"10,948.6","4,200.3","5,707.3",252.3,"2,454.5",934.1,341.4,—,"1,271.3",—,"26,109.8","2,111.6","28,221.5"
2013–2014 ,"11,135.4","4,324.1","6,425.7",262.5,"2,376.6",926.9,343.2,—,"1,298.4",—,"27,092.8","2,509.6","29,602.4"
2014–2015,"11,382.2","4,424.7","6,663.3",284.7,"2,515.6",941.9,339.9,—,"1,376.9",—,"27,929.4","2,117.4","30,046.8"
2015–2016,"11,760.5","5,718.7","7,338.7",930.6,"2,424.6",756.8,240.0,"1,335.6","1,187.3",—,"31,692.6","1,997.4","33,690.0"
2016–2017,"11,226.3","5,451.9","7,836.0",926.0,"2,506.9",752.2,242.0,"1,392.1","1,217.0",—,"31,550.4","1,437.1","32,987.5"
2017–2018,"12,524.8","6,130.9","7,953.0","1,059.3","2,347.5",750.4,251.4,"1,525.2","1,377.7",—,"33,920.1","1,417.9","35,338.0"
2018–2019,"13,321.5","6,417.1","7,839.8","1,097.8","2,335.1",845.5,267.6,"1,680.9","1,488.0",—,"35,293.3","2,046.5","37,339.8"
2019–2020,"14,038.5","6,932.5","7,935.2","1,158.4","2,526.9",906.1,289.7,"1,898.6","1,601.3",230.7,"37,517.8","1,998.6","39,516.4"
2020–2021,"14,520.8","7,473.6","6,450.5","1,133.5","2,639.9","1,017.4",315.3,"2,074.0","1,582.6","9,642.0","46,849.7","2,469.1","49,318.8"
2021–2022,"15,503.1","8,746.8","7,619.5","1,337.5","2,498.2","1,080.5",395.4,"2,373.4","1,731.6","8,005.8","49,291.9","2,442.2","51,734.1"
2022–2023,"18,281.8","9,851.3","8,346.6","1,756.6","2,440.5","1,766.8",485.1,"2,900.6","1,894.5",—,"47,723.9","3,211.9","50,935.8"
2023–2024 f,"18,359.3","9,953.5","9,069.6","1,835.3","2,715.8","2,065.4",629.8,"3,006.7","1,963.8",—,"49,599.3","3,379.5","52,978.7"
2024–2025 f,"18,873.7","10,602.2","9,057.1","1,973.8","2,510.3","2,126.1",627.0,"3,185.5","2,080.6",—,"51,036.2","3,661.2","54,697.4"
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,24.9,43.8,11.4,40.3,43.8,35.1,31.9,—,40.4,—,24.7,15.7,24.3
1976–1977,13.8,40.5,13.6,25.5,10.6,22.8,20.4,—,41.2,—,17.0,-15.4,15.6
1977–1978,2.1,26.3,10.0,29.9,36.4,11.5,10.5,—,26.0,—,8.0,18.0,8.4
1978–1979,20.0,14.8,12.3,25.9,32.3,-28.4,-26.3,—,34.7,—,14.2,-15.5,13.1
1979–1980,8.5,13.3,12.3,57.7,16.2,17.6,7.0,—,31.4,—,11.4,2.5,11.2
1980–1981,13.6,13.9,14.3,24.4,20.0,10.3,6.4,—,27.5,—,14.2,-27.8,13.2
1981–1982,15.3,26.2,7.6,11.3,16.1,7.9,12.2,—,21.9,—,14.9,1.7,14.7
1982–1983,21.6,17.5,2.4,-17.0,-1.5,13.9,12.8,—,-37.2,—,14.4,142.2,16.1
1983–1984,4.5,7.6,17.8,9.8,18.7,23.4,7.6,—,21.5,—,8.3,30.0,8.9
1984–1985,3.1,1.7,5.6,12.0,15.9,28.0,24.7,—,21.5,—,5.4,7.8,5.5
1985–1986,3.5,4.9,9.6,0.7,28.1,19.8,13.7,—,41.4,—,6.8,-23.1,5.8
1986–1987,7.7,-33.7,5.5,13.9,13.2,-30.1,-0.1,—,24.1,—,0.6,-1.9,0.6
1987–1988,10.0,9.2,7.6,1.0,15.1,10.2,6.3,—,10.1,—,9.4,0.2,9.2
1988–1989,6.5,7.8,8.1,4.2,15.1,1.4,4.7,—,8.3,—,7.1,65.0,8.4
1989–1990,7.3,9.5,6.7,2.6,13.4,4.0,6.7,—,11.6,—,7.5,-3.1,7.2
1990–1991,-22.1,157.4,3.6,-5.7,15.5,51.0,24.9,—,138.6,—,7.4,10.9,7.5
1991–1992,7.7,6.9,7.2,18.6,20.9,0.7,-6.0,—,40.7,—,9.3,32.7,10.0
1992–1993,3.8,2.9,3.4,-17.5,3.8,-4.7,6.9,—,-11.7,—,1.9,-6.1,1.6
1993–1994,2.2,1.5,3.8,-5.6,6.1,-12.0,3.7,—,-15.0,—,1.0,5.4,1.2
1994–1995,0.1,-0.5,2.4,-1.2,9.3,6.1,-2.6,—,-3.6,—,0.9,14.9,1.4
1995–1996,1.8,0.2,5.0,-4.3,8.9,-3.7,-28.7,—,-2.0,—,1.2,-5.1,1.0
1996–1997,-2.2,-3.3,1.0,-10.9,-14.2,17.7,-3.7,—,-4.3,—,-2.3,-8.9,-2.6
1997–1998,7.9,3.7,-1.6,1.2,-1.2,-7.9,4.0,—,-1.9,—,3.4,7.9,3.6
1998–1999,6.2,6.8,9.3,-5.1,15.3,11.2,-0.9,—,12.7,—,7.6,30.6,8.5
1999–2000,-0.6,-2.6,3.9,4.4,19.1,1.0,8.4,—,2.7,—,1.5,3.8,1.6
2000–2001,9.4,7.9,4.6,-4.9,24.4,11.3,-0.7,—,7.2,—,8.9,8.5,8.9
2001–2002,4.4,4.6,6.4,2.9,13.4,37.2,7.0,—,7.7,—,6.9,6.1,6.8
2002–2003,4.2,3.8,5.7,31.6,7.1,-15.7,6.6,—,5.2,—,4.1,9.2,4.3
2003–2004,6.7,4.8,5.7,-20.9,7.7,10.3,9.0,—,8.8,—,6.2,-3.6,5.7
2004–2005,5.0,4.3,7.1,10.3,9.6,1.2,-6.0,—,5.9,—,5.4,21.0,6.1
2005–2006 ,4.7,2.2,0.2,0.7,6.6,6.7,3.5,—,6.0,—,3.7,23.1,4.6
2006–2007 ,9.5,8.5,4.7,0.6,9.4,5.8,0.4,—,2.1,—,7.7,18.5,8.4
2007–2008,7.1,4.7,7.2,10.1,12.7,7.3,4.1,—,8.2,—,7.3,-10.1,6.2
2008–2009 ,5.0,4.7,12.1,5.7,3.1,5.0,4.4,—,7.0,—,6.1,16.9,6.7
2009–2010 ,6.3,4.5,11.2,17.7,3.3,17.4,7.8,—,12.3,—,7.4,11.8,7.7
2010–2011 ,4.5,2.1,7.7,0.2,-0.3,-6.3,-5.3,—,3.8,—,3.6,4.1,3.6
2011–2012,1.1,1.0,7.9,6.1,3.0,0.9,3.1,—,5.9,—,2.9,25.4,4.3
2012–2013 ,1.0,1.7,5.0,13.4,-0.4,4.2,0.0,—,3.3,—,2.1,1.2,2.1
2013–2014 ,1.7,2.9,12.6,4.1,-3.2,-0.8,0.5,—,2.1,—,3.8,18.8,4.9
2014–2015,2.2,2.3,3.7,8.4,5.9,1.6,-0.9,—,6.0,—,3.1,-15.6,1.5
2015–2016,3.3,29.2,10.1,226.9,-3.6,-19.7,-29.4,—,-13.8,—,13.5,-5.7,12.1
2016–2017,-4.5,-4.7,6.8,-0.5,3.4,-0.6,0.8,4.2,2.5,—,-0.4,-28.0,-2.1
2017–2018,11.6,12.5,1.5,14.4,-6.4,-0.2,3.9,9.6,13.2,—,7.5,-1.3,7.1
2018–2019,6.4,4.7,-1.4,3.6,-0.5,12.7,6.5,10.2,8.0,—,4.0,44.3,5.7
2019–2020,5.4,8.0,1.2,5.5,8.2,7.2,8.2,12.9,7.6,—,6.3,-2.3,5.8
2020–2021,3.4,7.8,-18.7,-2.2,4.5,12.3,8.8,9.2,-1.2,"4,079.6",24.9,23.5,24.8
2021–2022,6.8,17.0,18.1,18.0,-5.4,6.2,25.4,14.4,9.4,-17.0,5.2,-1.1,4.9
2022–2023,17.9,12.6,9.5,31.3,-2.3,63.5,22.7,22.2,9.4,—,-3.2,31.5,-1.5
2023–2024 f,0.4,1.0,8.7,4.5,11.3,16.9,29.8,3.7,3.7,—,3.9,5.2,4.0
2024–2025 f,2.8,6.5,-0.1,7.5,-7.6,2.9,-0.4,5.9,5.9,—,2.9,8.3,3.2
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2015-2016, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
"Table F.3.5.2  Percentage distribution of provincial government health expenditure by use of funds, Quebec, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Percentage by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,57.0,7.0,20.5,1.1,1.5,4.0,3.5,—,0.7,—,95.3,4.7,100.0
1975–1976,57.3,8.1,18.4,1.2,1.8,4.4,3.7,—,0.8,—,95.7,4.3,100.0
1976–1977,56.5,9.9,18.0,1.3,1.7,4.6,3.9,—,1.0,—,96.8,3.2,100.0
1977–1978,53.2,11.5,18.3,1.6,2.1,4.8,4.0,—,1.1,—,96.5,3.5,100.0
1978–1979,56.4,11.7,18.2,1.7,2.5,3.0,2.6,—,1.3,—,97.4,2.6,100.0
1979–1980,55.1,11.9,18.4,2.5,2.6,3.2,2.5,—,1.6,—,97.6,2.4,100.0
1980–1981,55.3,12.0,18.5,2.7,2.8,3.1,2.3,—,1.8,—,98.5,1.5,100.0
1981–1982,55.6,13.2,17.4,2.6,2.8,2.9,2.3,—,1.9,—,98.7,1.3,100.0
1982–1983,58.2,13.3,15.4,1.9,2.4,2.9,2.2,—,1.0,—,97.2,2.8,100.0
1983–1984,55.8,13.2,16.6,1.9,2.6,3.3,2.2,—,1.1,—,96.6,3.4,100.0
1984–1985,54.6,12.7,16.6,2.0,2.8,3.9,2.6,—,1.3,—,96.6,3.4,100.0
1985–1986,53.3,12.6,17.2,1.9,3.4,4.5,2.8,—,1.7,—,97.5,2.5,100.0
1986–1987,57.1,8.3,18.1,2.2,3.9,3.1,2.8,—,2.1,—,97.6,2.4,100.0
1987–1988,57.6,8.3,17.8,2.0,4.1,3.1,2.7,—,2.2,—,97.8,2.2,100.0
1988–1989,56.6,8.2,17.8,1.9,4.3,2.9,2.6,—,2.2,—,96.6,3.4,100.0
1989–1990,56.7,8.4,17.7,1.9,4.6,2.8,2.6,—,2.2,—,96.9,3.1,100.0
1990–1991,41.1,20.1,17.1,1.6,4.9,4.0,3.0,—,5.0,—,96.8,3.2,100.0
1991–1992,40.2,19.6,16.6,1.8,5.4,3.7,2.6,—,6.4,—,96.2,3.8,100.0
1992–1993,41.1,19.8,16.9,1.4,5.5,3.4,2.7,—,5.5,—,96.5,3.5,100.0
1993–1994,41.5,19.9,17.3,1.3,5.8,3.0,2.8,—,4.6,—,96.3,3.7,100.0
1994–1995,41.0,19.5,17.5,1.3,6.3,3.1,2.7,—,4.4,—,95.8,4.2,100.0
1995–1996,41.3,19.4,18.2,1.2,6.8,3.0,1.9,—,4.3,—,96.1,3.9,100.0
1996–1997,41.5,19.2,18.9,1.1,6.0,3.6,1.9,—,4.2,—,96.3,3.7,100.0
1997–1998,43.2,19.2,18.0,1.1,5.7,3.2,1.9,—,4.0,—,96.2,3.8,100.0
1998–1999,42.3,18.9,18.1,1.0,6.0,3.3,1.7,—,4.1,—,95.4,4.6,100.0
1999–2000,41.3,18.1,18.5,1.0,7.1,3.3,1.8,—,4.2,—,95.3,4.7,100.0
2000–2001,41.5,18.0,17.8,0.9,8.1,3.3,1.7,—,4.1,—,95.3,4.7,100.0
2001–2002,40.6,17.6,17.7,0.8,8.6,4.3,1.7,—,4.2,—,95.4,4.6,100.0
2002–2003,40.5,17.5,17.9,1.0,8.8,3.5,1.7,—,4.2,—,95.1,4.9,100.0
2003–2004,40.9,17.4,17.9,0.8,9.0,3.6,1.8,—,4.3,—,95.6,4.4,100.0
2004–2005,40.5,17.0,18.1,0.8,9.3,3.4,1.6,—,4.3,—,95.0,5.0,100.0
2005–2006 ,40.5,16.6,17.3,0.8,9.4,3.5,1.5,—,4.4,—,94.1,5.9,100.0
2006–2007 ,40.9,16.7,16.7,0.7,9.5,3.4,1.4,—,4.1,—,93.5,6.5,100.0
2007–2008 ,41.3,16.4,16.9,0.8,10.1,3.5,1.4,—,4.2,—,94.5,5.5,100.0
2008–2009 ,40.6,16.1,17.7,0.7,9.8,3.4,1.4,—,4.2,—,94.0,6.0,100.0
2009–2010,40.1,15.7,18.3,0.8,9.4,3.7,1.4,—,4.4,—,93.7,6.3,100.0
2010–2011 ,40.5,15.4,19.0,0.8,9.0,3.4,1.2,—,4.4,—,93.7,6.3,100.0
2011–2012,39.2,14.9,19.7,0.8,8.9,3.2,1.2,—,4.5,—,92.5,7.5,100.0
2012–2013 ,38.8,14.9,20.2,0.9,8.7,3.3,1.2,—,4.5,—,92.5,7.5,100.0
2013–2014 ,37.6,14.6,21.7,0.9,8.0,3.1,1.2,—,4.4,—,91.5,8.5,100.0
2014–2015,37.9,14.7,22.2,0.9,8.4,3.1,1.1,—,4.6,—,93.0,7.0,100.0
2015–2016,34.9,17.0,21.8,2.8,7.2,2.2,0.7,4.0,3.5,—,94.1,5.9,100.0
2016–2017,34.0,16.5,23.8,2.8,7.6,2.3,0.7,4.2,3.7,—,95.6,4.4,100.0
2017–2018,35.4,17.3,22.5,3.0,6.6,2.1,0.7,4.3,3.9,—,96.0,4.0,100.0
2018–2019,35.7,17.2,21.0,2.9,6.3,2.3,0.7,4.5,4.0,—,94.5,5.5,100.0
2019–2020,35.5,17.5,20.1,2.9,6.4,2.3,0.7,4.8,4.1,0.6,94.9,5.1,100.0
2020–2021,29.4,15.2,13.1,2.3,5.4,2.1,0.6,4.2,3.2,19.6,95.0,5.0,100.0
2021–2022,30.0,16.9,14.7,2.6,4.8,2.1,0.8,4.6,3.3,15.5,95.3,4.7,100.0
2022–2023,35.9,19.3,16.4,3.4,4.8,3.5,1.0,5.7,3.7,—,93.7,6.3,100.0
2023–2024 f,34.7,18.8,17.1,3.5,5.1,3.9,1.2,5.7,3.7,—,93.6,6.4,100.0
2024–2025 f,34.5,19.4,16.6,3.6,4.6,3.9,1.1,5.8,3.8,—,93.3,6.7,100.0
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,0.5,15.8,-10.4,12.9,15.7,8.7,6.1,—,13.0,—,0.3,-6.9,—
1976–1977,-1.6,21.5,-1.7,8.5,-4.3,6.2,4.1,—,22.1,—,1.2,-26.8,—
1977–1978,-5.8,16.6,1.5,19.9,25.9,2.9,2.0,—,16.3,—,-0.3,8.9,—
1978–1979,6.0,1.5,-0.7,11.3,16.9,-36.7,-34.9,—,19.1,—,0.9,-25.3,—
1979–1980,-2.4,1.8,1.0,41.8,4.5,5.8,-3.8,—,18.1,—,0.2,-7.8,—
1980–1981,0.4,0.6,1.0,10.0,6.1,-2.5,-5.9,—,12.7,—,0.9,-36.2,—
1981–1982,0.5,10.1,-6.1,-3.0,1.2,-5.9,-2.2,—,6.3,—,0.2,-11.3,—
1982–1983,4.7,1.2,-11.8,-28.6,-15.2,-1.9,-2.9,—,-45.9,—,-1.5,108.6,—
1983–1984,-4.1,-1.1,8.2,0.8,9.0,13.4,-1.1,—,11.6,—,-0.6,19.5,—
1984–1985,-2.2,-3.6,0.1,6.2,9.9,21.3,18.2,—,15.2,—,-0.1,2.2,—
1985–1986,-2.2,-0.9,3.6,-4.8,21.0,13.2,7.5,—,33.6,—,1.0,-27.3,—
1986–1987,7.1,-34.1,5.0,13.2,12.6,-30.5,-0.6,—,23.4,—,0.1,-2.4,—
1987–1988,0.8,0.0,-1.5,-7.4,5.4,1.0,-2.6,—,0.9,—,0.2,-8.2,—
1988–1989,-1.7,-0.5,-0.2,-3.9,6.2,-6.4,-3.4,—,0.0,—,-1.2,52.2,—
1989–1990,0.1,2.1,-0.4,-4.3,5.9,-2.9,-0.4,—,4.2,—,0.3,-9.6,—
1990–1991,-27.5,139.4,-3.7,-12.3,7.4,40.4,16.2,—,121.9,—,-0.1,3.2,—
1991–1992,-2.1,-2.9,-2.6,7.8,9.9,-8.5,-14.5,—,27.9,—,-0.7,20.6,—
1992–1993,2.2,1.3,1.8,-18.8,2.2,-6.2,5.2,—,-13.1,—,0.3,-7.6,—
1993–1994,1.1,0.3,2.6,-6.7,4.9,-13.0,2.5,—,-16.0,—,-0.2,4.2,—
1994–1995,-1.3,-1.8,1.1,-2.5,7.8,4.6,-3.9,—,-4.9,—,-0.5,13.3,—
1995–1996,0.8,-0.7,4.0,-5.3,7.9,-4.6,-29.4,—,-2.9,—,0.3,-6.0,—
1996–1997,0.3,-0.8,3.7,-8.5,-12.0,20.8,-1.2,—,-1.8,—,0.3,-6.5,—
1997–1998,4.1,0.1,-5.0,-2.3,-4.6,-11.1,0.4,—,-5.3,—,-0.2,4.1,—
1998–1999,-2.1,-1.6,0.8,-12.5,6.3,2.5,-8.7,—,3.9,—,-0.8,20.4,—
1999–2000,-2.2,-4.2,2.2,2.8,17.2,-0.6,6.6,—,1.1,—,-0.1,2.2,—
2000–2001,0.5,-0.9,-4.0,-12.7,14.2,2.2,-8.8,—,-1.6,—,0.0,-0.4,—
2001–2002,-2.3,-2.1,-0.5,-3.7,6.1,28.4,0.1,—,0.8,—,0.0,-0.7,—
2002–2003,-0.1,-0.5,1.3,26.2,2.6,-19.2,2.1,—,0.8,—,-0.2,4.7,—
2003–2004,0.9,-0.9,0.0,-25.2,1.9,4.3,3.1,—,2.9,—,0.5,-8.8,—
2004–2005,-1.0,-1.7,0.9,3.9,3.2,-4.7,-11.4,—,-0.2,—,-0.6,14.0,—
2005–2006 ,0.1,-2.3,-4.3,-3.7,1.9,2.0,-1.1,—,1.3,—,-0.9,17.7,—
2006–2007 ,1.1,0.1,-3.4,-7.1,1.0,-2.4,-7.4,—,-5.8,—,-0.6,9.4,—
2007–2008 ,0.9,-1.3,1.0,3.7,6.2,1.1,-2.0,—,1.9,—,1.1,-15.4,—
2008–2009 ,-1.6,-1.8,5.1,-0.9,-3.4,-1.6,-2.2,—,0.3,—,-0.6,9.6,—
2009–2010,-1.2,-2.9,3.3,9.3,-4.0,9.1,0.1,—,4.3,—,-0.2,3.9,—
2010–2011 ,0.8,-1.5,3.9,-3.3,-3.7,-9.6,-8.6,—,0.1,—,0.0,0.4,—
2011–2012,-3.1,-3.2,3.4,1.7,-1.3,-3.3,-1.2,—,1.5,—,-1.4,20.2,—
2012–2013 ,-1.1,-0.4,2.9,11.1,-2.4,2.1,-2.0,—,1.2,—,0.1,-0.8,—
2013–2014 ,-3.0,-1.9,7.3,-0.8,-7.7,-5.4,-4.2,—,-2.6,—,-1.1,13.3,—
2014–2015,0.7,0.8,2.2,6.8,4.3,0.1,-2.4,—,4.5,—,1.6,-16.9,—
2015–2016,-7.9,15.3,-1.8,191.5,-14.0,-28.3,-37.0,—,-23.1,—,1.2,-15.9,—
2016–2017,-2.5,-2.6,9.1,1.6,5.6,1.5,3.0,6.5,4.7,—,1.7,-26.5,—
2017–2018,4.1,5.0,-5.3,6.8,-12.6,-6.9,-3.0,2.3,5.7,—,0.4,-7.9,—
2018–2019,0.7,-0.9,-6.7,-1.9,-5.9,6.6,0.8,4.3,2.2,—,-1.5,36.6,—
