"There are 3 tables on this tab, each with 2 sub-tables. The first table is called Table F.3.5.1: Provincial government health expenditure by use of funds, in millions of current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A5 and ends in cell N56. The sub-table Annual percentage change by year begins in cell A58 and ends in cell N109. The note is in cell A110 and the source is in cell A112. The second table is called Table F.3.5.2: Percentage distribution of provincial government health expenditure by use of funds, Quebec, 1974–1975 to 2024–2025. The sub-table Percentage by year begins in cell A116 and ends in cell N167. The sub-table Annual percentage change by year begins in cell A169 and ends in cell N220. The note is in cell A221 and the source is in cell A223. The third table is called Table F.3.5.3: Provincial government per capita health expenditure by use of funds, in current dollars, Quebec, 1974–1975 to 2024–2025. The sub-table Expenditure by year begins in cell A227 and ends in cell N278. The sub-table Annual percentage change by year begins in cell A280 and ends in cell N331. The note is in cell A332 and the source is in cell A334. There is a link back to the table of contents in cell A2.",,,,,,,,,,,,,
Back to Table of Contents,,,,,,,,,,,,,
"Table F.2.1.1  Provincial/territorial government health expenditure by use of funds in millions of current dollars, Canada, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Expenditure by year,,,,,,,,,,,,,
Year,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1987–1988,"16,941.9","3,157.3","7,319.9",612.7,"1,445.7","1,168.5",604.6,—,"1,080.4",—,"32,331.0","1,067.0","33,397.9"
1988–1989,"18,268.4","3,496.1","7,884.7",651.0,"1,641.7","1,248.8",623.4,—,"1,318.2",—,"35,132.5","1,409.6","36,542.1"
1989–1990,"20,147.3","3,847.8","8,441.2",735.6,"1,903.4","1,396.6",685.3,—,"1,553.0",—,"38,710.3","1,524.7","40,234.9"
1990–1991,"19,813.2","5,411.1","9,121.3",754.0,"2,192.2","1,584.7",821.5,—,"2,047.1",—,"41,745.0","1,540.1","43,285.1"
1991–1992,"21,565.0","5,903.6","10,123.6",820.6,"2,503.6","1,687.3",782.6,—,"2,450.5",—,"45,836.9","1,511.9","47,348.8"
1992–1993,"22,161.7","6,245.3","10,084.3",793.2,"2,774.9","1,883.6",799.5,—,"2,545.7",—,"47,288.3","1,507.4","48,795.7"
1993–1994,"22,016.1","6,040.5","10,164.3",765.0,"2,826.7","1,936.3",786.3,—,"2,516.2",—,"47,051.3","1,530.9","48,582.3"
1994–1995,"21,439.5","6,205.3","10,435.9",747.3,"2,849.8","2,183.5",813.5,—,"2,645.6",—,"47,320.6","1,674.5","48,995.1"
1995–1996,"21,316.0","6,462.6","10,289.7",679.3,"3,184.2","2,205.7",744.9,—,"2,585.6",—,"47,468.0","1,634.8","49,102.8"
1996–1997,"21,571.6","6,507.7","10,515.7",682.0,"3,013.1","2,423.3",737.5,—,"2,564.2",—,"48,015.0","1,597.3","49,612.4"
1997–1998,"21,923.0","6,820.0","11,042.3",708.8,"3,174.8","2,538.7",825.1,—,"2,924.2",—,"49,956.8","1,704.3","51,661.1"
1998–1999,"23,497.0","7,176.7","11,573.6",690.1,"3,558.1","2,991.7",869.0,—,"3,117.0",—,"53,473.2","1,952.4","55,425.6"
1999–2000,"24,593.8","7,593.4","12,185.0",736.9,"4,037.5","3,243.3",949.9,—,"3,432.9",—,"56,772.8","2,610.1","59,382.9"
2000–2001,"27,094.8","8,248.2","13,012.1",759.8,"4,756.4","3,520.7",963.6,—,"3,687.0",—,"62,042.6","3,014.7","65,057.3"
2001–2002,"28,448.5","8,835.5","13,985.5",774.2,"5,402.0","4,122.0","1,053.5",—,"3,793.1",—,"66,414.3","3,287.3","69,701.6"
2002–2003,"30,786.4","9,327.1","14,881.6",727.8,"5,979.2","4,064.4","1,194.1",—,"4,155.7",—,"71,116.3","3,604.7","74,721.0"
2003–2004,"32,922.7","9,878.0","16,064.1",723.3,"6,515.2","5,033.1","1,278.2",—,"4,260.4",—,"76,675.0","3,988.7","80,663.8"
2004–2005,"35,333.0","10,747.2","16,975.7",745.9,"7,164.7","4,846.1","1,293.7",—,"4,300.7",—,"81,407.0","4,331.2","85,738.2"
2005–2006 ,"36,938.4","11,028.3","18,231.8",630.4,"7,750.5","6,188.5","1,402.3",—,"4,743.5",—,"86,913.7","4,875.5","91,789.1"
2006–2007 ,"39,810.2","11,635.1","19,680.8",721.3,"8,304.8","6,436.2","1,454.1",—,"5,157.9",—,"93,200.5","5,512.2","98,712.6"
2007–2008,"42,382.2","12,225.8","21,269.8",806.3,"8,794.4","7,107.2","1,514.8",—,"5,697.8",—,"99,798.2","5,405.7","105,203.9"
2008–2009 ,"45,445.8","12,840.6","23,410.4",909.4,"9,285.5","7,493.8","1,391.3",—,"6,335.4",—,"107,112.2","6,440.2","113,552.4"
2009–2010,"47,895.7","13,654.7","25,206.3","1,012.3","10,049.8","7,426.0","1,361.0",—,"6,884.6",—,"113,490.4","6,840.3","120,330.7"
2010–2011 ,"51,004.7","14,341.3","27,051.0","1,063.8","10,059.9","7,845.6","1,398.2",—,"7,363.5",—,"120,128.0","7,592.6","127,720.6"
2011–2012,"51,536.4","15,456.1","28,706.3","1,141.2","10,376.3","8,078.0","1,363.2",—,"7,765.6",—,"124,423.1","7,422.4","131,845.5"
2012–2013 ,"53,041.6","15,880.2","29,471.2","1,253.3","10,328.2","8,103.2","1,381.8","6,348.5","4,783.4",—,"130,591.5","7,734.9","138,326.4"
2013–2014,"54,791.6","16,350.7","31,103.8","1,170.2","10,382.9","7,702.0","1,409.3","6,759.5","4,890.6",—,"134,560.6","7,097.6","141,658.2"
2014–2015,"55,791.5","16,960.0","32,282.8","1,197.9","10,919.3","8,118.4","1,429.1","7,132.0","5,168.4",—,"138,999.3","6,565.1","145,564.4"
2015–2016,"57,140.2","18,544.7","33,717.5","1,903.9","11,430.4","8,175.2","1,410.1","8,773.0","4,945.2",—,"146,040.1","6,977.1","153,017.2"
2016–2017,"57,745.7","18,670.0","35,082.8","1,945.9","11,455.2","8,575.6","1,437.6","9,201.0","5,102.8",—,"149,216.5","6,416.6","155,633.1"
2017–2018,"60,445.9","19,757.9","36,186.4","2,119.3","11,774.4","8,881.5","1,580.1","9,505.6","5,600.0",—,"155,851.1","6,311.8","162,162.9"
2018–2019,"62,852.3","20,658.1","37,106.4","2,201.1","12,228.1","9,365.0","1,586.2","10,169.0","5,829.5",—,"161,995.6","6,751.0","168,746.6"
2019–2020,"64,895.1","21,736.6","38,713.0","2,293.5","12,589.8","10,206.1","1,581.7","10,921.4","5,986.0",394.5,"169,317.7","7,102.5","176,420.2"
2020–2021,"66,904.4","23,165.5","36,127.9","2,095.3","13,121.9","10,550.5","1,426.5","11,367.9","5,607.5","24,155.8","194,523.2","9,063.1","203,586.3"
2021–2022,"69,559.2","25,793.3","40,200.6","2,533.4","13,473.4","11,399.7","1,544.7","12,245.3","6,084.8","23,159.6","205,994.2","8,968.8","214,963.0"
2022–2023,"79,555.3","29,879.1","43,216.8","3,052.3","14,058.4","16,394.8","1,938.3","13,933.8","6,992.0",—,"209,020.9","10,826.0","219,846.9"
2023–2024 f,"82,811.5","31,927.6","46,556.1","3,268.0","14,883.6","15,219.9","2,138.3","14,757.4","7,341.2",—,"218,903.7","12,438.3","231,342.0"
2024–2025 f,"88,327.4","34,499.0","48,112.0","3,443.0","14,869.7","16,651.8","2,274.9","15,926.9","7,832.0",—,"231,936.7","12,684.9","244,621.6"
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,23.0,37.8,15.7,24.5,88.3,24.1,22.9,—,45.7,—,23.8,5.8,23.0
1976–1977,15.1,22.3,11.7,15.1,29.3,23.5,5.1,—,25.0,—,15.5,-12.4,14.5
1977–1978,4.2,16.4,10.1,15.7,23.3,18.2,6.2,—,25.8,—,8.1,10.0,8.2
1978–1979,9.0,16.4,13.1,26.3,23.9,-0.8,-2.8,—,18.2,—,10.8,27.5,11.2
1979–1980,9.5,15.4,10.2,26.8,17.4,16.3,15.6,—,30.5,—,11.6,16.5,11.8
1980–1981,16.3,15.1,16.9,24.1,20.5,16.7,9.3,—,25.3,—,16.6,9.0,16.4
1981–1982,18.3,18.6,16.3,35.2,22.6,17.7,11.6,—,36.6,—,18.6,17.9,18.6
1982–1983,18.9,17.6,15.8,-4.5,20.0,7.7,26.4,—,5.3,—,16.9,42.8,17.7
1983–1984,7.6,8.2,14.0,7.1,19.5,9.0,1.6,—,16.7,—,9.5,12.7,9.6
1984–1985,5.3,3.4,8.1,9.4,14.3,12.0,10.3,—,10.0,—,6.5,2.1,6.3
1985–1986,6.0,5.2,9.4,6.8,20.1,11.0,7.2,—,25.9,—,7.9,6.6,7.8
1986–1987,9.1,-5.6,11.5,11.0,17.9,-2.0,3.3,—,22.5,—,8.2,9.7,8.3
1987–1988,7.3,8.2,9.9,0.3,12.1,9.9,6.7,—,6.3,—,8.1,-9.0,7.4
1988–1989,7.8,10.7,7.7,6.3,13.6,6.9,3.1,—,22.0,—,8.7,32.1,9.4
1989–1990,10.3,10.1,7.1,13.0,15.9,11.8,9.9,—,17.8,—,10.2,8.2,10.1
1990–1991,-1.7,40.6,8.1,2.5,15.2,13.5,19.9,—,31.8,—,7.8,1.0,7.6
1991–1992,8.8,9.1,11.0,8.8,14.2,6.5,-4.7,—,19.7,—,9.8,-1.8,9.4
1992–1993,2.8,5.8,-0.4,-3.3,10.8,11.6,2.2,—,3.9,—,3.2,-0.3,3.1
1993–1994,-0.7,-3.3,0.8,-3.6,1.9,2.8,-1.7,—,-1.2,—,-0.5,1.6,-0.4
1994–1995,-2.6,2.7,2.7,-2.3,0.8,12.8,3.5,—,5.1,—,0.6,9.4,0.8
1995–1996,-0.6,4.1,-1.4,-9.1,11.7,1.0,-8.4,—,-2.3,—,0.3,-2.4,0.2
1996–1997,1.2,0.7,2.2,0.4,-5.4,9.9,-1.0,—,-0.8,—,1.2,-2.3,1.0
1997–1998,1.6,4.8,5.0,3.9,5.4,4.8,11.9,—,14.0,—,4.0,6.7,4.1
1998–1999,7.2,5.2,4.8,-2.6,12.1,17.8,5.3,—,6.6,—,7.0,14.6,7.3
1999–2000,4.7,5.8,5.3,6.8,13.5,8.4,9.3,—,10.1,—,6.2,33.7,7.1
2000–2001,10.2,8.6,6.8,3.1,17.8,8.6,1.4,—,7.4,—,9.3,15.5,9.6
2001–2002,5.0,7.1,7.5,1.9,13.6,17.1,9.3,—,2.9,—,7.0,9.0,7.1
2002–2003,8.2,5.6,6.4,-6.0,10.7,-1.4,13.3,—,9.6,—,7.1,9.7,7.2
2003–2004,6.9,5.9,7.9,-0.6,9.0,23.8,7.0,—,2.5,—,7.8,10.7,8.0
2004–2005,7.3,8.8,5.7,3.1,10.0,-3.7,1.2,—,0.9,—,6.2,8.6,6.3
2005–2006 ,4.5,2.6,7.4,-15.5,8.2,27.7,8.4,—,10.3,—,6.8,12.6,7.1
2006–2007,7.8,5.5,7.9,14.4,7.2,4.0,3.7,—,8.7,—,7.2,13.1,7.5
2007–2008,6.5,5.1,8.1,11.8,5.9,10.4,4.2,—,10.5,—,7.1,-1.9,6.6
2008–2009,7.2,5.0,10.1,12.8,5.6,5.4,-8.2,—,11.2,—,7.3,19.1,7.9
2009–2010,5.4,6.3,7.7,11.3,8.2,-0.9,-2.2,—,8.7,—,6.0,6.2,6.0
2010–2011 ,6.5,5.0,7.3,5.1,0.1,5.6,2.7,—,7.0,—,5.8,11.0,6.1
2011–2012,1.0,7.8,6.1,7.3,3.1,3.0,-2.5,—,5.5,—,3.6,-2.2,3.2
2012–2013 ,2.9,2.7,2.7,9.8,-0.5,0.3,1.4,—,-38.4,—,5.0,4.2,4.9
2013–2014,3.3,3.0,5.5,-6.6,0.5,-5.0,2.0,6.5,2.2,—,3.0,-8.2,2.4
2014–2015,1.8,3.7,3.8,2.4,5.2,5.4,1.4,5.5,5.7,—,3.3,-7.5,2.8
2015–2016,2.4,9.3,4.4,58.9,4.7,0.7,-1.3,23.0,-4.3,—,5.1,6.3,5.1
2016–2017,1.1,0.7,4.0,2.2,0.2,4.9,2.0,4.9,3.2,—,2.2,-8.0,1.7
2017–2018,4.7,5.8,3.1,8.9,2.8,3.6,9.9,3.3,9.7,—,4.4,-1.6,4.2
2018–2019,4.0,4.6,2.5,3.9,3.9,5.4,0.4,7.0,4.1,—,3.9,7.0,4.1
2019–2020,3.3,5.2,4.3,4.2,3.0,9.0,-0.3,7.4,2.7,—,4.5,5.2,4.5
2020–2021,3.1,6.6,-6.7,-8.6,4.2,3.4,-9.8,4.1,-6.3,"6,022.9",14.9,27.6,15.4
2021–2022,4.0,11.3,11.3,20.9,2.7,8.0,8.3,7.7,8.5,-4.1,5.9,-1.0,5.6
2022–2023,14.4,15.8,7.5,20.5,4.3,43.8,25.5,13.8,14.9,—,1.5,20.7,2.3
2023–2024 f,4.1,6.9,7.7,7.1,5.9,-7.2,10.3,5.9,5.0,—,4.7,14.9,5.2
2024–2025 f,6.7,8.1,3.3,5.4,-0.1,9.4,6.4,7.9,6.7,—,6.0,2.0,5.7
Notes,,,,,,,,,,,,,
"f: Forecast
Sub-total equals Total minus Capital.
Prior to 2012-2013, home and community care spending data cannot be separated out and is embedded in Other health spending: net of HCC.
For 2012-2013 to 2014-2015, Quebec data is not included in the home and community care spending data and is embedded in Other health spending: net of HCC.
COVID-19 Response Funding: Government-budgeted funding for health-related activities as a time-limited emergency response to the COVID-19 pandemic. See more details in the NHEX Methodology Notes.
The federal COVID-19 response funding transfers to the provinces/territories are included in the provincial/territorial government sector.",,,,,,,,,,,,,
Source,,,,,,,,,,,,,
"National Health Expenditure Database, 2024, Canadian Institute for Health Information.",,,,,,,,,,,,,
"Table F.2.1.2  Percentage distribution of provincial/territorial government health expenditure by use of funds, Canada, 1974–1975 to 2024–2025",,,,,,,,,,,,,
Percentage by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,56.3,8.4,21.4,1.4,1.2,3.5,2.6,—,1.1,—,95.8,4.2,100.0
1975–1976,56.4,9.4,20.1,1.4,1.8,3.5,2.6,—,1.3,—,96.4,3.6,100.0
1976–1977,56.6,10.0,19.6,1.4,2.0,3.8,2.4,—,1.4,—,97.2,2.8,100.0
1977–1978,54.6,10.8,19.9,1.5,2.3,4.1,2.3,—,1.6,—,97.2,2.8,100.0
1978–1979,53.5,11.3,20.3,1.7,2.5,3.7,2.0,—,1.7,—,96.8,3.2,100.0
1979–1980,52.4,11.6,20.0,2.0,2.7,3.8,2.1,—,2.0,—,96.6,3.4,100.0
1980–1981,52.4,11.5,20.1,2.1,2.8,3.9,2.0,—,2.2,—,96.8,3.2,100.0
1981–1982,52.2,11.5,19.7,2.4,2.9,3.8,1.9,—,2.5,—,96.9,3.1,100.0
1982–1983,52.8,11.5,19.4,1.9,2.9,3.5,2.0,—,2.2,—,96.2,3.8,100.0
1983–1984,51.8,11.3,20.1,1.9,3.2,3.5,1.8,—,2.4,—,96.1,3.9,100.0
1984–1985,51.3,11.0,20.5,1.9,3.4,3.7,1.9,—,2.5,—,96.2,3.8,100.0
1985–1986,50.4,10.8,20.8,1.9,3.8,3.8,1.9,—,2.9,—,96.3,3.7,100.0
1986–1987,50.8,9.4,21.4,2.0,4.1,3.4,1.8,—,3.3,—,96.2,3.8,100.0
1987–1988,50.7,9.5,21.9,1.8,4.3,3.5,1.8,—,3.2,—,96.8,3.2,100.0
1988–1989,50.0,9.6,21.6,1.8,4.5,3.4,1.7,—,3.6,—,96.1,3.9,100.0
1989–1990,50.1,9.6,21.0,1.8,4.7,3.5,1.7,—,3.9,—,96.2,3.8,100.0
1990–1991,45.8,12.5,21.1,1.7,5.1,3.7,1.9,—,4.7,—,96.4,3.6,100.0
1991–1992,45.5,12.5,21.4,1.7,5.3,3.6,1.7,—,5.2,—,96.8,3.2,100.0
1992–1993,45.4,12.8,20.7,1.6,5.7,3.9,1.6,—,5.2,—,96.9,3.1,100.0
1993–1994,45.3,12.4,20.9,1.6,5.8,4.0,1.6,—,5.2,—,96.8,3.2,100.0
1994–1995,43.8,12.7,21.3,1.5,5.8,4.5,1.7,—,5.4,—,96.6,3.4,100.0
1995–1996,43.4,13.2,21.0,1.4,6.5,4.5,1.5,—,5.3,—,96.7,3.3,100.0
1996–1997,43.5,13.1,21.2,1.4,6.1,4.9,1.5,—,5.2,—,96.8,3.2,100.0
1997–1998,42.4,13.2,21.4,1.4,6.1,4.9,1.6,—,5.7,—,96.7,3.3,100.0
1998–1999,42.4,12.9,20.9,1.2,6.4,5.4,1.6,—,5.6,—,96.5,3.5,100.0
1999–2000,41.4,12.8,20.5,1.2,6.8,5.5,1.6,—,5.8,—,95.6,4.4,100.0
2000–2001,41.6,12.7,20.0,1.2,7.3,5.4,1.5,—,5.7,—,95.4,4.6,100.0
2001–2002,40.8,12.7,20.1,1.1,7.8,5.9,1.5,—,5.4,—,95.3,4.7,100.0
2002–2003,41.2,12.5,19.9,1.0,8.0,5.4,1.6,—,5.6,—,95.2,4.8,100.0
2003–2004,40.8,12.2,19.9,0.9,8.1,6.2,1.6,—,5.3,—,95.1,4.9,100.0
2004–2005,41.2,12.5,19.8,0.9,8.4,5.7,1.5,—,5.0,—,94.9,5.1,100.0
2005–2006 ,40.2,12.0,19.9,0.7,8.4,6.7,1.5,—,5.2,—,94.7,5.3,100.0
2006–2007 ,40.3,11.8,19.9,0.7,8.4,6.5,1.5,—,5.2,—,94.4,5.6,100.0
2007–2008,40.3,11.6,20.2,0.8,8.4,6.8,1.4,—,5.4,—,94.9,5.1,100.0
2008–2009 ,40.0,11.3,20.6,0.8,8.2,6.6,1.2,—,5.6,—,94.3,5.7,100.0
2009–2010 ,39.8,11.3,20.9,0.8,8.4,6.2,1.1,—,5.7,—,94.3,5.7,100.0
2010–2011 ,39.9,11.2,21.2,0.8,7.9,6.1,1.1,—,5.8,—,94.1,5.9,100.0
2011–2012,39.1,11.7,21.8,0.9,7.9,6.1,1.0,—,5.9,—,94.4,5.6,100.0
2012–2013 ,38.3,11.5,21.3,0.9,7.5,5.9,1.0,4.6,3.5,—,94.4,5.6,100.0
2013–2014 ,38.7,11.5,22.0,0.8,7.3,5.4,1.0,4.8,3.5,—,95.0,5.0,100.0
2014–2015,38.3,11.7,22.2,0.8,7.5,5.6,1.0,4.9,3.6,—,95.5,4.5,100.0
2015–2016,37.3,12.1,22.0,1.2,7.5,5.3,0.9,5.7,3.2,—,95.4,4.6,100.0
2016–2017,37.1,12.0,22.5,1.3,7.4,5.5,0.9,5.9,3.3,—,95.9,4.1,100.0
2017–2018,37.3,12.2,22.3,1.3,7.3,5.5,1.0,5.9,3.5,—,96.1,3.9,100.0
2018–2019,37.2,12.2,22.0,1.3,7.2,5.5,0.9,6.0,3.5,—,96.0,4.0,100.0
2019–2020,36.8,12.3,21.9,1.3,7.1,5.8,0.9,6.2,3.4,0.2,96.0,4.0,100.0
2020–2021,32.9,11.4,17.7,1.0,6.4,5.2,0.7,5.6,2.8,11.9,95.5,4.5,100.0
2021–2022,32.4,12.0,18.7,1.2,6.3,5.3,0.7,5.7,2.8,10.8,95.8,4.2,100.0
2022–2023,36.2,13.6,19.7,1.4,6.4,7.5,0.9,6.3,3.2,—,95.1,4.9,100.0
2023–2024 f,35.8,13.8,20.1,1.4,6.4,6.6,0.9,6.4,3.2,—,94.6,5.4,100.0
2024–2025 f,36.1,14.1,19.7,1.4,6.1,6.8,0.9,6.5,3.2,—,94.8,5.2,100.0
Annual percentage change by year,,,,,,,,,,,,,
Year ,Hospitals,"Other
Institutions",Physicians,"Other
Professionals",Drugs,Public Health,Administration,"Other Health Spending:
Home and Community
Care (HCC)","Other Health
Spending:
Net of HCC","COVID-19
Response Funding",Sub-Total,Capital,Total
1974–1975,—,—,—,—,—,—,—,—,—,—,—,—,—
1975–1976,0.0,12.0,-5.9,1.2,53.0,0.9,-0.1,—,18.4,—,0.6,-14.1,—
1976–1977,0.5,6.9,-2.5,0.5,13.0,7.9,-8.2,—,9.2,—,0.9,-23.5,—
1977–1978,-3.6,7.6,1.7,7.0,14.0,9.2,-1.8,—,16.3,—,0.0,1.7,—
1978–1979,-2.0,4.7,1.7,13.5,11.4,-10.9,-12.6,—,6.3,—,-0.4,14.6,—
1979–1980,-2.0,3.3,-1.4,13.4,5.1,4.1,3.5,—,16.8,—,-0.1,4.3,—
1980–1981,0.0,-1.1,0.5,6.6,3.6,0.3,-6.1,—,7.6,—,0.2,-6.3,—
1981–1982,-0.3,0.0,-2.0,14.0,3.4,-0.8,-5.9,—,15.2,—,0.0,-0.6,—
1982–1983,1.0,-0.1,-1.7,-18.9,1.9,-8.6,7.3,—,-10.6,—,-0.7,21.3,—
1983–1984,-1.8,-1.2,4.0,-2.3,9.0,-0.6,-7.3,—,6.5,—,-0.1,2.8,—
1984–1985,-1.0,-2.8,1.7,2.9,7.5,5.4,3.8,—,3.5,—,0.2,-4.0,—
1985–1986,-1.7,-2.4,1.5,-0.9,11.4,2.9,-0.5,—,16.8,—,0.0,-1.1,—
1986–1987,0.8,-12.8,3.0,2.6,8.9,-9.5,-4.6,—,13.2,—,-0.1,1.3,—
1987–1988,-0.1,0.7,2.3,-6.6,4.4,2.4,-0.7,—,-1.0,—,0.6,-15.2,—
1988–1989,-1.4,1.2,-1.6,-2.9,3.8,-2.3,-5.8,—,11.5,—,-0.7,20.7,—
1989–1990,0.2,0.0,-2.8,2.6,5.3,1.6,-0.2,—,7.0,—,0.1,-1.8,—
1990–1991,-8.6,30.7,0.4,-4.7,7.1,5.5,11.4,—,22.5,—,0.2,-6.1,—
1991–1992,-0.5,-0.3,1.5,-0.5,4.4,-2.7,-12.9,—,9.4,—,0.4,-10.3,—
1992–1993,-0.3,2.7,-3.3,-6.2,7.6,8.3,-0.9,—,0.8,—,0.1,-3.3,—
1993–1994,-0.2,-2.9,1.2,-3.1,2.3,3.3,-1.2,—,-0.7,—,-0.1,2.0,—
1994–1995,-3.4,1.9,1.8,-3.1,0.0,11.8,2.6,—,4.3,—,-0.3,8.5,—
1995–1996,-0.8,3.9,-1.6,-9.3,11.5,0.8,-8.6,—,-2.5,—,0.1,-2.6,—
1996–1997,0.2,-0.3,1.1,-0.6,-6.3,8.7,-2.0,—,-1.8,—,0.1,-3.3,—
1997–1998,-2.4,0.6,0.8,-0.2,1.2,0.6,7.4,—,9.5,—,-0.1,2.5,—
1998–1999,-0.1,-1.9,-2.3,-9.2,4.5,9.8,-1.8,—,-0.6,—,-0.2,6.8,—
1999–2000,-2.3,-1.2,-1.7,-0.3,5.9,1.2,2.0,—,2.8,—,-0.9,24.8,—
2000–2001,0.6,-0.9,-2.5,-5.9,7.5,-0.9,-7.4,—,-2.0,—,-0.2,5.4,—
2001–2002,-2.0,0.0,0.3,-4.9,6.0,9.3,2.0,—,-4.0,—,-0.1,1.8,—
2002–2003,0.9,-1.5,-0.7,-12.3,3.2,-8.0,5.7,—,2.2,—,-0.1,2.3,—
2003–2004,-0.9,-1.9,0.0,-7.9,0.9,14.7,-0.8,—,-5.0,—,-0.1,2.5,—
2004–2005,1.0,2.4,-0.6,-3.0,3.5,-9.4,-4.8,—,-5.0,—,-0.1,2.2,—
2005–2006 ,-2.3,-4.1,0.3,-21.1,1.0,19.3,1.2,—,3.0,—,-0.3,5.1,—
2006–2007 ,0.2,-1.9,0.4,6.4,-0.4,-3.3,-3.6,—,1.1,—,-0.3,5.1,—
2007–2008,-0.1,-1.4,1.4,4.9,-0.6,3.6,-2.3,—,3.7,—,0.5,-8.0,—
2008–2009 ,-0.7,-2.7,2.0,4.5,-2.2,-2.3,-14.9,—,3.0,—,-0.6,10.4,—
2009–2010 ,-0.5,0.4,1.6,5.0,2.1,-6.5,-7.7,—,2.5,—,0.0,0.2,—
2010–2011 ,0.3,-1.0,1.1,-1.0,-5.7,-0.5,-3.2,—,0.8,—,-0.3,4.6,—
2011–2012,-2.1,4.4,2.8,3.9,-0.1,-0.3,-5.6,—,2.2,—,0.3,-5.3,—
2012–2013 ,-1.9,-2.1,-2.1,4.7,-5.1,-4.4,-3.4,—,-41.3,—,0.0,-0.7,—
